pair,j1,j2,class,g1r1alt,g1r1cons,g1r2alt,g1r2cons,g1r3alt,g1r3cons,g2r1alt,g2r1cons,g2r2alt,g2r2cons,g2r3alt,g2r3cons,class2,pair_1,pair_2,uniqID,g1_all_cons,g1_all_alts,g2_all_cons,g2_all_alts,one_gene_alts_only,qdiff
AT1G76520-AT1G76530,2-3,2-3,+IR,42,292,19,282,38,495,0,15,0,10,0,20,IR,AT1G76520,AT1G76530,AT1G76520-AT1G765302-3+IR,1069,99,45,0,one,0.0926099158091674
AT4G34640-AT4G34650,5-6,5-6,+IR,46,378,32,355,53,705,0,52,0,71,0,97,IR,AT4G34640,AT4G34650,AT4G34640-AT4G346505-6+IR,1438,131,220,0,one,0.0910987482614743
AT4G24340-AT4G24350,2-3,2-3,+ALTA,0,5,0,4,0,3,73,794,86,775,105,1358,ALTA,AT4G24340,AT4G24350,AT4G24340-AT4G243502-3+ALTA,12,0,2927,264,one,0.090194738640246
AT4G10570-AT4G10590,3-4,3-4,+IR,5,68,2,30,7,58,0,78,0,64,0,84,IR,AT4G10570,AT4G10590,AT4G10570-AT4G105903-4+IR,156,14,226,0,one,0.0897435897435897
AT3G61990-AT3G62000,6-7,6-7,+IR,3,41,3,38,7,66,0,130,0,107,0,210,IR,AT3G61990,AT3G62000,AT3G61990-AT3G620006-7+IR,145,13,447,0,one,0.0896551724137931
AT3G03330-AT3G03350,6-7,6-7,+ALTD,13,127,13,182,24,249,0,38,0,37,0,67,ALTD,AT3G03330,AT3G03350,AT3G03330-AT3G033506-7+ALTD,558,50,142,0,one,0.0896057347670251
AT2G44290-AT2G44300,1-2,1-2,+IR,12,349,7,156,60,379,0,46,0,26,0,99,IR,AT2G44290,AT2G44300,AT2G44290-AT2G443001-2+IR,884,79,171,0,one,0.0893665158371041
AT1G22970-AT1G22980,3-4,3-4,+IR,11,87,3,46,10,136,0,0,0,0,0,3,IR,AT1G22970,AT1G22980,AT1G22970-AT1G229803-4+IR,269,24,3,0,one,0.0892193308550186
AT2G46440-AT2G46450,1-2,1-2,+IR,17,92,3,87,6,115,0,242,0,134,0,443,IR,AT2G46440,AT2G46450,AT2G46440-AT2G464501-2+IR,294,26,819,0,one,0.0884353741496599
AT5G27350-AT5G27360,1-2,1-2,+IR,0,566,0,759,0,1047,23,122,11,151,19,333,IR,AT5G27350,AT5G27360,AT5G27350-AT5G273601-2+IR,2372,0,606,53,one,0.0874587458745875
AT1G47550-AT1G47560,1-2,1-2,+IR,21,195,27,285,35,472,0,4,0,4,0,11,IR,AT1G47550,AT1G47560,AT1G47550-AT1G475601-2+IR,952,83,19,0,one,0.0871848739495798
AT1G30410-AT1G30420,21-22,19-20,+IR,14,134,5,82,14,167,0,21,0,22,0,36,IR,AT1G30410,AT1G30420,AT1G30410-AT1G3042021-22+IR,383,33,79,0,one,0.0861618798955614
AT1G27110-AT1G27150,2-3,1-2,+IR,0,2,0,3,0,9,10,88,18,156,10,199,IR,AT1G27110,AT1G27150,AT1G27110-AT1G271502-3+IR,14,0,443,38,one,0.0857787810383747
AT2G29100-AT2G29110,4-5,4-5,+IR,0,1,0,1,0,1,3,11,2,38,1,21,IR,AT2G29100,AT2G29110,AT2G29100-AT2G291104-5+IR,3,0,70,6,one,0.0857142857142857
AT2G32160-AT2G32170,13-14,14-15,-ALTA,31,297,20,284,30,380,0,236,0,259,0,337,ALTA,AT2G32160,AT2G32170,AT2G32160-AT2G3217013-14-ALTA,961,81,832,0,one,0.0842872008324662
AT4G00960-AT4G00970,3-4,4-5,+IR,0,2,0,2,0,13,9,140,10,124,18,175,IR,AT4G00960,AT4G00970,AT4G00960-AT4G009703-4+IR,17,0,439,37,one,0.0842824601366743
AT3G57010-AT3G57020,1-2,1-2,+IR,0,6,0,4,0,7,30,380,10,333,72,626,IR,AT3G57010,AT3G57020,AT3G57010-AT3G570201-2+IR,17,0,1339,112,one,0.0836445108289769
AT2G29480-AT2G29490,1-2,1-2,+IR,0,0,0,3,0,1,4,61,1,50,14,117,IR,AT2G29480,AT2G29490,AT2G29480-AT2G294901-2+IR,4,0,228,19,one,0.0833333333333333
AT5G41120-AT5G41130,8-9,8-9,+ALTD,0,19,0,19,0,28,4,20,1,25,2,40,ALTD,AT5G41120,AT5G41130,AT5G41120-AT5G411308-9+ALTD,66,0,85,7,one,0.0823529411764706
AT1G08890-AT1G08900,1-2,1-2,+IR,0,19,0,53,0,62,27,244,17,250,34,456,IR,AT1G08890,AT1G08900,AT1G08890-AT1G089001-2+IR,134,0,950,78,one,0.0821052631578947
AT1G27940-AT1G28010,8-9,8-9,+IR,0,13,0,3,0,16,2,28,2,19,3,39,IR,AT1G27940,AT1G28010,AT1G27940-AT1G280108-9+IR,32,0,86,7,one,0.0813953488372093
AT2G30140-AT2G30150,1-2,1-2,-ALTA,3,71,6,81,15,144,0,205,0,181,0,376,ALTA,AT2G30140,AT2G30150,AT2G30140-AT2G301501-2-ALTA,296,24,762,0,one,0.0810810810810811
AT1G23950-AT1G23970,3-4,3-4,-ALTA,7,129,10,104,16,183,0,50,0,74,0,109,ALTA,AT1G23950,AT1G23970,AT1G23950-AT1G239703-4-ALTA,416,33,233,0,one,0.0793269230769231
AT2G45560-AT2G45570,2-3,2-3,+IR,63,680,11,791,129,1133,0,2,0,9,0,0,IR,AT2G45560,AT2G45570,AT2G45560-AT2G455702-3+IR,2604,203,11,0,one,0.0779569892473118
AT1G27170-AT1G27180,2-3,3-4,+IR,0,13,0,9,0,15,1,27,4,23,2,40,IR,AT1G27170,AT1G27180,AT1G27170-AT1G271802-3+IR,37,0,90,7,one,0.0777777777777778
AT3G26070-AT3G26080,5-6,5-6,+IR,0,1461,0,1387,0,2277,26,162,3,125,10,221,IR,AT3G26070,AT3G26080,AT3G26070-AT3G260805-6+IR,5125,0,508,39,one,0.0767716535433071
AT4G37520-AT4G37530,3-4,3-4,+IR,0,147,0,170,0,169,2,52,2,44,8,62,IR,AT4G37520,AT4G37530,AT4G37520-AT4G375303-4+IR,486,0,158,12,one,0.0759493670886076
AT3G03330-AT3G03350,6-7,6-7,-ALTD,0,140,0,195,0,273,2,36,3,34,5,62,ALTD,AT3G03330,AT3G03350,AT3G03330-AT3G033506-7-ALTD,608,0,132,10,one,0.0757575757575758
AT3G59320-AT3G59330,2-3,1-2,+ALTD,0,55,0,29,0,61,9,111,9,74,4,106,ALTD,AT3G59320,AT3G59330,AT3G59320-AT3G593302-3+ALTD,145,0,291,22,one,0.0756013745704467
AT3G57460-AT3G57470,7-8,17-18,+IR,0,6,0,4,0,20,7,137,11,117,19,236,IR,AT3G57460,AT3G57470,AT3G57460-AT3G574707-8+IR,30,0,490,37,one,0.0755102040816327
AT2G29100-AT2G29110,3-4,3-4,+IR,0,3,0,1,0,0,2,16,1,21,1,16,IR,AT2G29100,AT2G29110,AT2G29100-AT2G291103-4+IR,4,0,53,4,one,0.0754716981132075
AT3G23550-AT3G23560,2-3,2-3,+IR,4,49,4,70,3,27,0,10,0,26,0,46,IR,AT3G23550,AT3G23560,AT3G23550-AT3G235602-3+IR,146,11,82,0,one,0.0753424657534247
AT1G29550-AT1G29590,2-3,2-3,+IR,0,91,0,98,0,162,4,29,2,32,4,73,IR,AT1G29550,AT1G29590,AT1G29550-AT1G295902-3+IR,351,0,134,10,one,0.0746268656716418
AT4G23270-AT4G23280,6-7,6-7,+IR,21,213,11,240,23,291,0,0,0,1,0,3,IR,AT4G23270,AT4G23280,AT4G23270-AT4G232806-7+IR,744,55,4,0,one,0.0739247311827957
AT2G02380-AT2G02390,3-4,3-4,+IR,0,3,0,1,0,3,21,190,18,225,16,330,IR,AT2G02380,AT2G02390,AT2G02380-AT2G023903-4+IR,7,0,745,55,one,0.0738255033557047
AT5G23490-AT5G23510,17-18,7-8,+IR,0,74,0,74,0,117,4,131,10,118,16,159,IR,AT5G23490,AT5G23510,AT5G23490-AT5G2351017-18+IR,265,0,408,30,one,0.0735294117647059
AT5G47480-AT5G47490,1-2,1-2,+IR,11,101,5,93,9,152,0,52,0,32,0,76,IR,AT5G47480,AT5G47490,AT5G47480-AT5G474901-2+IR,346,25,160,0,one,0.0722543352601156
AT1G56510-AT1G56520,1-2,1-2,+ALTD,0,192,0,207,0,242,5,86,6,100,12,137,ALTD,AT1G56510,AT1G56520,AT1G56510-AT1G565201-2+ALTD,641,0,323,23,one,0.0712074303405573
AT1G08890-AT1G08900,5-6,5-6,-ALTA,0,24,0,42,0,33,16,230,22,257,22,363,ALTA,AT1G08890,AT1G08900,AT1G08890-AT1G089005-6-ALTA,99,0,850,60,one,0.0705882352941176
AT4G37980-AT4G37990,3-4,3-4,+IR,73,983,53,1043,151,1913,0,8,0,13,0,0,IR,AT4G37980,AT4G37990,AT4G37980-AT4G379903-4+IR,3939,277,21,0,one,0.0703224168570703
AT1G47550-AT1G47560,17-18,17-18,+IR,18,201,14,221,22,349,0,3,0,4,0,11,IR,AT1G47550,AT1G47560,AT1G47550-AT1G4756017-18+IR,771,54,18,0,one,0.0700389105058366
AT4G08480-AT4G08500,4-5,4-5,+IR,4,58,6,47,3,84,0,81,0,84,0,141,IR,AT4G08480,AT4G08500,AT4G08480-AT4G085004-5+IR,189,13,306,0,one,0.0687830687830688
AT1G73450-AT1G73460,5-6,5-6,+IR,1,48,3,24,5,59,0,122,0,91,0,141,IR,AT1G73450,AT1G73460,AT1G73450-AT1G734605-6+IR,131,9,354,0,one,0.0687022900763359
AT1G14870-AT1G14880,2-3,2-3,+IR,8,165,11,193,20,215,0,219,0,142,0,244,IR,AT1G14870,AT1G14880,AT1G14870-AT1G148802-3+IR,573,39,605,0,one,0.0680628272251309
AT1G08890-AT1G08900,14-15,14-15,+IR,0,37,0,72,0,59,10,287,24,301,29,348,IR,AT1G08890,AT1G08900,AT1G08890-AT1G0890014-15+IR,168,0,936,63,one,0.0673076923076923
AT5G21222-AT5G21326,9-10,9-10,-ALTA,28,304,22,456,54,789,0,582,0,627,0,950,ALTA,AT5G21222,AT5G21326,AT5G21222-AT5G213269-10-ALTA,1549,104,2159,0,one,0.0671400903808909
AT2G02380-AT2G02390,9-10,9-10,+IR,0,7,0,3,0,6,9,224,22,226,19,296,IR,AT2G02380,AT2G02390,AT2G02380-AT2G023909-10+IR,16,0,746,50,one,0.0670241286863271
AT1G75030-AT1G75050,1-2,1-2,+IR,7,96,2,75,12,147,0,0,0,0,0,1,IR,AT1G75030,AT1G75050,AT1G75030-AT1G750501-2+IR,318,21,1,0,one,0.0660377358490566
AT4G33110-AT4G33120,2-3,2-3,+IR,21,665,18,484,103,1046,0,14,0,17,0,30,IR,AT4G33110,AT4G33120,AT4G33110-AT4G331202-3+IR,2195,142,61,0,one,0.0646924829157175
AT5G47480-AT5G47490,9-10,10-11,-ALTD,0,262,0,172,0,345,3,66,2,39,8,98,ALTD,AT5G47480,AT5G47490,AT5G47480-AT5G474909-10-ALTD,779,0,203,13,one,0.0640394088669951
AT4G04750-AT4G04760,17-18,16-17,+IR,10,99,6,95,9,197,0,13,0,14,0,11,IR,AT4G04750,AT4G04760,AT4G04750-AT4G0476017-18+IR,391,25,38,0,one,0.0639386189258312
AT3G61990-AT3G62000,5-6,5-6,-ALTA,3,44,3,34,2,51,0,135,0,116,0,233,ALTA,AT3G61990,AT3G62000,AT3G61990-AT3G620005-6-ALTA,129,8,484,0,one,0.062015503875969
AT5G19460-AT5G19470,2-3,2-3,+IR,9,170,11,171,17,256,0,0,0,4,0,4,IR,AT5G19460,AT5G19470,AT5G19460-AT5G194702-3+IR,597,37,8,0,one,0.0619765494137353
AT1G22550-AT1G22570,2-3,2-3,+IR,1,26,2,31,3,40,0,88,0,76,0,85,IR,AT1G22550,AT1G22570,AT1G22550-AT1G225702-3+IR,97,6,249,0,one,0.0618556701030928
AT5G28020-AT5G28030,7-8,8-9,+ALTD,30,515,22,427,50,719,0,179,0,84,0,234,ALTD,AT5G28020,AT5G28030,AT5G28020-AT5G280307-8+ALTD,1661,102,497,0,one,0.0614087898856111
AT5G28020-AT5G28030,1-2,2-3,+IR,0,1105,0,1130,0,1961,15,181,2,114,18,277,IR,AT5G28020,AT5G28030,AT5G28020-AT5G280301-2+IR,4196,0,572,35,one,0.0611888111888112
AT3G24870-AT3G24880,21-22,22-23,-ALTA,0,61,0,43,0,90,2,65,4,42,6,90,ALTA,AT3G24870,AT3G24880,AT3G24870-AT3G2488021-22-ALTA,194,0,197,12,one,0.0609137055837563
AT4G04695-AT4G04700,3-4,3-4,+IR,5,72,3,40,4,87,0,33,0,31,0,71,IR,AT4G04695,AT4G04700,AT4G04695-AT4G047003-4+IR,199,12,135,0,one,0.0603015075376884
AT5G47480-AT5G47490,9-10,10-11,-ALTA,17,245,9,163,18,327,0,69,0,41,0,106,ALTA,AT5G47480,AT5G47490,AT5G47480-AT5G474909-10-ALTA,735,44,216,0,one,0.0598639455782313
AT3G62740-AT3G62750,8-9,8-9,-ALTA,0,2,0,4,0,3,45,1021,47,917,112,1564,ALTA,AT3G62740,AT3G62750,AT3G62740-AT3G627508-9-ALTA,9,0,3502,204,one,0.058252427184466
AT3G59320-AT3G59330,2-3,1-2,-ALTA;+ALTD,0,55,0,29,0,61,3,117,7,76,7,103,ALTP,AT3G59320,AT3G59330,AT3G59320-AT3G593302-3-ALTA;+ALTD,145,0,296,17,one,0.0574324324324324
AT5G41360-AT5G41370,9-10,9-10,+ALTD,0,45,0,57,0,98,2,156,11,117,13,182,ALTD,AT5G41360,AT5G41370,AT5G41360-AT5G413709-10+ALTD,200,0,455,26,one,0.0571428571428571
AT1G31690-AT1G31710,4-5,4-5,+IR,4,24,1,27,3,89,0,16,0,17,0,41,IR,AT1G31690,AT1G31710,AT1G31690-AT1G317104-5+IR,140,8,74,0,one,0.0571428571428571
AT1G09480-AT1G09490,3-4,2-3,+IR,0,4,0,2,0,7,38,340,14,423,23,561,IR,AT1G09480,AT1G09490,AT1G09480-AT1G094903-4+IR,13,0,1324,75,one,0.0566465256797583
AT1G34040-AT1G34060,1-2,1-2,+IR,0,1,0,0,0,1,1,11,1,32,2,28,IR,AT1G34040,AT1G34060,AT1G34040-AT1G340601-2+IR,2,0,71,4,one,0.0563380281690141
AT2G20120-AT2G20130,4-5,4-5,+IR,0,216,0,286,0,406,9,95,1,117,11,161,IR,AT2G20120,AT2G20130,AT2G20120-AT2G201304-5+IR,908,0,373,21,one,0.0563002680965147
AT1G24265-AT1G24267,8-9,6-7,+IR,1,32,1,25,4,50,0,226,0,170,0,348,IR,AT1G24265,AT1G24267,AT1G24265-AT1G242678-9+IR,107,6,744,0,one,0.0560747663551402
AT3G62740-AT3G62750,3-4,3-4,+IR,0,9,0,1,0,6,44,1175,56,942,120,1811,IR,AT3G62740,AT3G62750,AT3G62740-AT3G627503-4+IR,16,0,3928,220,one,0.0560081466395112
AT5G12950-AT5G12960,3-4,3-4,+IR,15,338,35,610,49,823,0,11,0,13,0,24,IR,AT5G12950,AT5G12960,AT5G12950-AT5G129603-4+IR,1771,99,48,0,one,0.0559006211180124
AT2G32530-AT2G32540,4-5,4-5,+IR,7,105,3,71,8,147,0,212,0,156,0,264,IR,AT2G32530,AT2G32540,AT2G32530-AT2G325404-5+IR,323,18,632,0,one,0.0557275541795666
AT1G53430-AT1G53440,18-19,18-19,+IR,26,225,10,249,10,353,0,107,0,123,0,156,IR,AT1G53430,AT1G53440,AT1G53430-AT1G5344018-19+IR,827,46,386,0,one,0.0556227327690447
AT4G31480-AT4G31490,5-6,5-6,-ALTA,18,364,12,310,35,515,0,400,0,350,0,670,ALTA,AT4G31480,AT4G31490,AT4G31480-AT4G314905-6-ALTA,1189,65,1420,0,one,0.0546677880571909
AT2G32160-AT2G32170,13-14,14-15,+IR,21,307,21,283,12,398,0,236,0,259,0,337,IR,AT2G32160,AT2G32170,AT2G32160-AT2G3217013-14+IR,988,54,832,0,one,0.0546558704453441
AT1G27940-AT1G28010,2-3,2-3,+IR,0,10,0,4,0,14,1,16,1,33,3,43,IR,AT1G27940,AT1G28010,AT1G27940-AT1G280102-3+IR,28,0,92,5,one,0.0543478260869565
AT5G55300-AT5G55310,5-6,5-6,+IR,0,246,0,315,0,476,4,212,9,180,25,309,IR,AT5G55300,AT5G55310,AT5G55300-AT5G553105-6+IR,1037,0,701,38,one,0.0542082738944365
AT5G22770-AT5G22780,22-23,22-23,-ALTD,18,226,13,151,3,259,0,196,0,130,0,266,ALTD,AT5G22770,AT5G22780,AT5G22770-AT5G2278022-23-ALTD,636,34,592,0,one,0.0534591194968553
AT1G63470-AT1G63480,3-4,3-4,+IR,1,47,1,41,8,100,0,20,0,19,0,49,IR,AT1G63470,AT1G63480,AT1G63470-AT1G634803-4+IR,188,10,88,0,one,0.0531914893617021
AT5G12950-AT5G12960,5-6,5-6,+IR,15,320,23,558,46,706,0,0,0,1,0,6,IR,AT5G12950,AT5G12960,AT5G12950-AT5G129605-6+IR,1584,84,7,0,one,0.053030303030303
AT1G53430-AT1G53440,19-20,19-20,+IR,17,189,6,217,15,322,0,64,0,105,0,167,IR,AT1G53430,AT1G53440,AT1G53430-AT1G5344019-20+IR,728,38,336,0,one,0.0521978021978022
AT4G08480-AT4G08500,4-5,4-5,+ALTA,1,61,2,51,7,80,0,81,0,84,0,141,ALTA,AT4G08480,AT4G08500,AT4G08480-AT4G085004-5+ALTA,192,10,306,0,one,0.0520833333333333
AT5G15960-AT5G15970,1-2,1-2,+IR,0,4,0,33,0,19,64,1023,90,2283,164,2826,IR,AT5G15960,AT5G15970,AT5G15960-AT5G159701-2+IR,56,0,6132,318,one,0.0518590998043053
AT2G32160-AT2G32170,8-9,9-10,+IR,21,263,11,250,12,344,0,122,0,126,0,213,IR,AT2G32160,AT2G32170,AT2G32160-AT2G321708-9+IR,857,44,461,0,one,0.0513418903150525
AT1G56130-AT1G56140,3-4,3-4,+IR,0,6,0,5,0,10,2,32,1,26,1,20,IR,AT1G56130,AT1G56140,AT1G56130-AT1G561403-4+IR,21,0,78,4,one,0.0512820512820513
AT1G29550-AT1G29590,3-4,3-4,+IR,9,85,2,92,6,156,0,30,0,28,0,65,IR,AT1G29550,AT1G29590,AT1G29550-AT1G295903-4+IR,333,17,123,0,one,0.0510510510510511
AT2G15400-AT2G15430,1-2,1-2,+IR,0,8,0,2,0,5,8,105,1,90,10,179,IR,AT2G15400,AT2G15430,AT2G15400-AT2G154301-2+IR,15,0,374,19,one,0.0508021390374332
AT4G30910-AT4G30920,9-10,9-10,+IR,5,105,6,96,6,137,0,499,0,373,0,747,IR,AT4G30910,AT4G30920,AT4G30910-AT4G309209-10+IR,338,17,1619,0,one,0.0502958579881657
AT3G17690-AT3G17700,9-10,10-11,+IR,0,1,0,4,0,9,8,100,7,142,7,198,IR,AT3G17690,AT3G17700,AT3G17690-AT3G177009-10+IR,14,0,440,22,one,0.05
AT4G14713-AT4G14720,7-8,7-8,-ALTA,0,58,0,19,0,35,1,42,4,53,5,107,ALTA,AT4G14713,AT4G14720,AT4G14713-AT4G147207-8-ALTA,112,0,202,10,one,0.0495049504950495
AT1G22550-AT1G22570,1-2,1-2,+IR,0,11,0,23,0,30,2,51,4,48,3,83,IR,AT1G22550,AT1G22570,AT1G22550-AT1G225701-2+IR,64,0,182,9,one,0.0494505494505494
AT5G15960-AT5G15970,2-3,2-3,+IR,0,4,0,26,0,16,56,879,84,2118,141,2727,IR,AT5G15960,AT5G15970,AT5G15960-AT5G159702-3+IR,46,0,5724,281,one,0.0490915443745632
AT4G34640-AT4G34650,1-2,1-2,+IR,14,231,9,261,25,499,0,46,0,74,0,105,IR,AT4G34640,AT4G34650,AT4G34640-AT4G346501-2+IR,991,48,225,0,one,0.0484359233097881
AT1G76520-AT1G76530,5-6,5-6,+ALTA,9,279,12,233,18,303,0,18,0,4,0,16,ALTA,AT1G76520,AT1G76530,AT1G76520-AT1G765305-6+ALTA,815,39,38,0,one,0.0478527607361963
AT4G23420-AT4G23430,3-4,1-2,+IR,0,4,0,1,0,14,16,379,10,331,39,657,IR,AT4G23420,AT4G23430,AT4G23420-AT4G234303-4+IR,19,0,1367,65,one,0.0475493782004389
AT1G53430-AT1G53440,4-5,4-5,+IR,6,98,5,81,5,158,0,50,0,54,0,84,IR,AT1G53430,AT1G53440,AT1G53430-AT1G534404-5+IR,337,16,188,0,one,0.0474777448071217
AT1G08890-AT1G08900,2-3,2-3,+IR,0,31,0,53,0,59,6,206,24,295,13,411,IR,AT1G08890,AT1G08900,AT1G08890-AT1G089002-3+IR,143,0,912,43,one,0.0471491228070175
AT3G59320-AT3G59330,5-6,4-5,+IR,0,57,0,34,0,65,1,46,1,43,6,82,IR,AT3G59320,AT3G59330,AT3G59320-AT3G593305-6+IR,156,0,171,8,one,0.0467836257309941
AT2G20120-AT2G20130,1-2,1-2,+IR,0,183,0,251,0,320,3,59,4,89,6,130,IR,AT2G20120,AT2G20130,AT2G20120-AT2G201301-2+IR,754,0,278,13,one,0.0467625899280576
AT5G21222-AT5G21326,4-5,4-5,+IR,12,346,18,367,34,661,0,711,0,721,0,1122,IR,AT5G21222,AT5G21326,AT5G21222-AT5G213264-5+IR,1374,64,2554,0,one,0.0465793304221252
AT1G24265-AT1G24267,8-9,6-7,+ALTA,2,31,1,25,2,52,0,226,0,170,0,348,ALTA,AT1G24265,AT1G24267,AT1G24265-AT1G242678-9+ALTA,108,5,744,0,one,0.0462962962962963
AT4G23420-AT4G23430,5-6,3-4,+IR,0,18,0,11,0,20,20,440,25,376,27,740,IR,AT4G23420,AT4G23430,AT4G23420-AT4G234305-6+IR,49,0,1556,72,one,0.0462724935732648
AT4G32960-AT4G32970,1-2,1-2,+IR,3,92,6,96,7,159,0,22,0,20,0,49,IR,AT4G32960,AT4G32970,AT4G32960-AT4G329701-2+IR,347,16,91,0,one,0.0461095100864553
AT4G04695-AT4G04700,4-5,4-5,+IR,0,82,0,35,0,83,1,30,1,30,3,49,IR,AT4G04695,AT4G04700,AT4G04695-AT4G047004-5+IR,200,0,109,5,one,0.0458715596330275
AT5G19460-AT5G19470,1-2,1-2,+IR,3,184,19,207,11,334,0,1,0,5,0,5,IR,AT5G19460,AT5G19470,AT5G19460-AT5G194701-2+IR,725,33,11,0,one,0.0455172413793103
AT4G04750-AT4G04760,3-4,2-3,+IR,3,120,3,104,15,245,0,0,0,1,0,6,IR,AT4G04750,AT4G04760,AT4G04750-AT4G047603-4+IR,469,21,7,0,one,0.0447761194029851
AT1G23950-AT1G23970,5-6,5-6,+IR,11,269,14,216,18,478,0,88,0,79,0,138,IR,AT1G23950,AT1G23970,AT1G23950-AT1G239705-6+IR,963,43,305,0,one,0.0446521287642783
AT5G23490-AT5G23510,18-19,8-9,+IR,0,64,0,69,0,95,3,92,3,92,9,153,IR,AT5G23490,AT5G23510,AT5G23490-AT5G2351018-19+IR,228,0,337,15,one,0.0445103857566766
AT1G07470-AT1G07480,9-10,9-10,+IR,0,132,0,204,0,308,11,185,9,213,14,366,IR,AT1G07470,AT1G07480,AT1G07470-AT1G074809-10+IR,644,0,764,34,one,0.0445026178010471
AT3G59320-AT3G59330,4-5,3-4,+IR,1,53,2,30,3,52,0,31,0,37,0,88,IR,AT3G59320,AT3G59330,AT3G59320-AT3G593304-5+IR,135,6,156,0,one,0.0444444444444444
AT1G14240-AT1G14250,3-4,3-4,+IR,0,5,0,0,0,2,6,229,6,338,38,567,IR,AT1G14240,AT1G14250,AT1G14240-AT1G142503-4+IR,7,0,1134,50,one,0.0440917107583774
AT1G08000-AT1G08010,2-3,2-3,+IR,0,69,0,51,0,107,5,102,4,80,5,140,IR,AT1G08000,AT1G08010,AT1G08000-AT1G080102-3+IR,227,0,322,14,one,0.0434782608695652
AT1G36160-AT1G36180,28-29,28-29,-ALTD;+ALTA,12,261,8,262,25,521,0,29,0,32,0,51,ALTP,AT1G36160,AT1G36180,AT1G36160-AT1G3618028-29-ALTD;+ALTA,1044,45,112,0,one,0.0431034482758621
AT1G30410-AT1G30420,18-19,16-17,+IR,1,36,2,40,3,64,0,9,0,14,0,31,IR,AT1G30410,AT1G30420,AT1G30410-AT1G3042018-19+IR,140,6,54,0,one,0.0428571428571429
AT1G23950-AT1G23970,2-3,2-3,+IR,0,194,0,179,0,377,5,47,1,92,5,118,IR,AT1G23950,AT1G23970,AT1G23950-AT1G239702-3+IR,750,0,257,11,one,0.0428015564202335
AT2G46440-AT2G46450,3-4,3-4,+IR,0,87,0,64,0,85,15,262,4,121,9,282,IR,AT2G46440,AT2G46450,AT2G46440-AT2G464503-4+IR,236,0,665,28,one,0.0421052631578947
AT4G10570-AT4G10590,7-8,7-8,-ALTA,4,53,2,52,2,90,0,53,0,81,0,84,ALTA,AT4G10570,AT4G10590,AT4G10570-AT4G105907-8-ALTA,195,8,218,0,one,0.041025641025641
AT2G33590-AT2G33600,5-6,5-6,+IR,12,259,12,249,15,447,0,242,0,224,0,454,IR,AT2G33590,AT2G33600,AT2G33590-AT2G336005-6+IR,955,39,920,0,one,0.0408376963350785
AT4G04750-AT4G04760,9-10,8-9,+IR,8,126,4,117,8,249,0,9,0,5,0,16,IR,AT4G04750,AT4G04760,AT4G04750-AT4G047609-10+IR,492,20,30,0,one,0.040650406504065
AT5G47480-AT5G47490,6-7,7-8,+IR,6,129,6,95,4,178,0,49,0,39,0,113,IR,AT5G47480,AT5G47490,AT5G47480-AT5G474906-7+IR,402,16,201,0,one,0.0398009950248756
AT4G24340-AT4G24350,3-4,3-4,+IR,0,3,0,2,0,5,24,917,32,843,66,1315,IR,AT4G24340,AT4G24350,AT4G24340-AT4G243503-4+IR,10,0,3075,122,one,0.0396747967479675
AT3G62740-AT3G62750,3-4,3-4,-ALTA,0,9,0,1,0,6,62,1157,18,980,78,1853,ALTA,AT3G62740,AT3G62750,AT3G62740-AT3G627503-4-ALTA,16,0,3990,158,one,0.0395989974937343
AT5G25040-AT5G25050,1-2,1-2,-ALTA,9,99,3,128,6,228,0,31,0,46,0,58,ALTA,AT5G25040,AT5G25050,AT5G25040-AT5G250501-2-ALTA,455,18,135,0,one,0.0395604395604396
AT4G14096-AT4G14103,2-3,1-2,+IR,2,45,3,48,3,110,0,1,0,3,0,3,IR,AT4G14096,AT4G14103,AT4G14096-AT4G141032-3+IR,203,8,7,0,one,0.0394088669950739
AT4G11830-AT4G11840,5-6,4-5,+IR,5,180,6,179,13,250,0,76,0,71,0,108,IR,AT4G11830,AT4G11840,AT4G11830-AT4G118405-6+IR,609,24,255,0,one,0.0394088669950739
AT1G53750-AT1G53780,7-8,12-13,+IR,0,1127,0,1234,0,2091,6,249,9,244,21,426,IR,AT1G53750,AT1G53780,AT1G53750-AT1G537807-8+IR,4452,0,919,36,one,0.0391730141458107
AT2G17320-AT2G17340,7-8,7-8,+IR,0,110,0,127,0,201,15,406,8,397,32,627,IR,AT2G17320,AT2G17340,AT2G17320-AT2G173407-8+IR,438,0,1430,55,one,0.0384615384615385
AT5G19460-AT5G19470,5-6,5-6,+ALTA,10,205,5,147,8,249,0,3,0,3,0,2,ALTA,AT5G19460,AT5G19470,AT5G19460-AT5G194705-6+ALTA,601,23,8,0,one,0.0382695507487521
AT4G10570-AT4G10590,9-10,9-10,+IR,0,62,0,49,0,100,1,85,4,53,4,100,IR,AT4G10570,AT4G10590,AT4G10570-AT4G105909-10+IR,211,0,238,9,one,0.0378151260504202
AT2G29190-AT2G29200,6-7,6-7,+IR,9,152,5,124,7,280,0,87,0,44,0,114,IR,AT2G29190,AT2G29200,AT2G29190-AT2G292006-7+IR,556,21,245,0,one,0.0377697841726619
AT1G02920-AT1G02930,2-3,2-3,+IR,0,191,0,210,0,304,11,324,12,372,22,538,IR,AT1G02920,AT1G02930,AT1G02920-AT1G029302-3+IR,705,0,1234,45,one,0.0364667747163695
