pair,j1,j2,class,g1r1alt,g1r1cons,g1r2alt,g1r2cons,g1r3alt,g1r3cons,g2r1alt,g2r1cons,g2r2alt,g2r2cons,g2r3alt,g2r3cons,class2,pair_1,pair_2,uniqID,g1_all_cons,g1_all_alts,g2_all_cons,g2_all_alts,one_gene_alts_only,qdiff
AT2G47650-AT3G62830,6-7,6-7,-ALTA,278,1,315,0,494,2,0,252,0,235,0,413,ALTA,AT2G47650,AT3G62830,AT2G47650-AT3G628306-7-ALTA,3,1087,900,0,one,362.333333333333
AT2G21230-AT4G38900,2-3,2-3,-ALTA,0,133,0,151,0,248,183,0,223,1,310,2,ALTA,AT2G21230,AT4G38900,AT2G21230-AT4G389002-3-ALTA,532,0,3,716,one,238.666666666667
AT4G12600-AT4G22380,1-2,1-2,-ALTD,2167,13,1121,2,3662,22,0,196,0,192,0,429,ALTD,AT4G12600,AT4G22380,AT4G12600-AT4G223801-2-ALTD,37,6950,817,0,one,187.837837837838
AT1G53730-AT3G14350,14-15,14-15,-ALTA,250,0,238,3,414,2,0,484,0,458,0,826,ALTA,AT1G53730,AT3G14350,AT1G53730-AT3G1435014-15-ALTA,5,902,1768,0,one,180.4
AT2G46170-AT3G61560,3-4,3-4,-ALTA,0,781,0,405,0,968,96,0,83,0,101,2,ALTA,AT2G46170,AT3G61560,AT2G46170-AT3G615603-4-ALTA,2154,0,2,280,one,140
AT1G06250-AT2G31100,2-3,2-3,+IR,39,0,25,0,60,1,0,0,0,0,0,4,IR,AT1G06250,AT2G31100,AT1G06250-AT2G311002-3+IR,1,124,4,0,one,124
AT1G11930-AT4G26860,6-7,6-7,-ALTA,702,1,615,5,1132,15,0,994,0,876,0,1611,ALTA,AT1G11930,AT4G26860,AT1G11930-AT4G268606-7-ALTA,21,2449,3481,0,one,116.619047619048
AT1G07420-AT2G29390,5-6,5-6,-ALTA,0,159,0,164,0,208,253,2,266,4,412,2,ALTA,AT1G07420,AT2G29390,AT1G07420-AT2G293905-6-ALTA,531,0,8,931,one,116.375
AT4G25440-AT5G51980,9-10,8-9,-ALTA,0,113,0,104,0,164,92,0,86,1,141,2,ALTA,AT4G25440,AT5G51980,AT4G25440-AT5G519809-10-ALTA,381,0,3,319,one,106.333333333333
AT3G10340-AT5G04230,2-3,2-3,-ALTD,0,18,0,22,0,42,189,3,139,1,307,4,ALTD,AT3G10340,AT5G04230,AT3G10340-AT5G042302-3-ALTD,82,0,8,635,one,79.375
AT2G24500-AT4G31420,3-4,3-4,-ALTA,0,325,0,248,0,604,99,2,146,3,189,1,ALTA,AT2G24500,AT4G31420,AT2G24500-AT4G314203-4-ALTA,1177,0,6,434,one,72.3333333333333
AT1G45545-AT5G42880,1-2,2-3,+IR,26,0,11,0,32,1,0,8,0,10,0,10,IR,AT1G45545,AT5G42880,AT1G45545-AT5G428801-2+IR,1,69,28,0,one,69
AT5G09900-AT5G64760,9-10,9-10,-ALTD,785,12,759,10,1347,23,0,121,0,143,0,236,ALTD,AT5G09900,AT5G64760,AT5G09900-AT5G647609-10-ALTD,45,2891,500,0,one,64.2444444444444
AT3G12320-AT5G06980,5-6,5-6,-ALTA,0,955,0,558,0,1539,977,16,712,20,1598,20,ALTA,AT3G12320,AT5G06980,AT3G12320-AT5G069805-6-ALTA,3052,0,56,3287,one,58.6964285714286
AT3G02310-AT5G15800,6-7,6-7,-ALTA,0,1,0,0,0,1,32,0,7,0,17,1,ALTA,AT3G02310,AT5G15800,AT3G02310-AT5G158006-7-ALTA,2,0,1,56,one,56
AT3G50500-AT5G66880,5-6,5-6,-ALTD,589,17,942,16,1048,24,0,150,0,283,0,266,ALTD,AT3G50500,AT5G66880,AT3G50500-AT5G668805-6-ALTD,57,2579,699,0,one,45.2456140350877
AT3G05830-AT5G26770,4-5,4-5,-ALTA,50,0,43,1,116,4,0,63,0,77,0,127,ALTA,AT3G05830,AT5G26770,AT3G05830-AT5G267704-5-ALTA,5,209,267,0,one,41.8
AT1G31120-AT2G35060,2-3,3-4,-ALTD,0,30,0,28,0,50,237,10,236,3,360,9,ALTD,AT1G31120,AT2G35060,AT1G31120-AT2G350602-3-ALTD,108,0,22,833,one,37.8636363636364
AT1G52360-AT3G15980,11-12,11-12,-ALTA,0,264,0,248,0,490,156,6,163,3,325,9,ALTA,AT1G52360,AT3G15980,AT1G52360-AT3G1598011-12-ALTA,1002,0,18,644,one,35.7777777777778
AT1G11180-AT1G61250,2-3,2-3,-ALTA,106,3,175,3,216,10,0,467,0,646,0,1003,ALTA,AT1G11180,AT1G61250,AT1G11180-AT1G612502-3-ALTA,16,497,2116,0,one,31.0625
AT4G19230-AT5G45340,6-7,5-6,-ALTD,5,0,8,1,17,0,0,9,0,59,0,78,ALTD,AT4G19230,AT5G45340,AT4G19230-AT5G453406-7-ALTD,1,30,146,0,one,30
AT2G43500-AT3G59580,6-7,4-5,-ALTD,49,0,75,4,98,4,0,19,0,19,0,41,ALTD,AT2G43500,AT3G59580,AT2G43500-AT3G595806-7-ALTD,8,222,79,0,one,27.75
AT2G24300-AT4G31000,4-5,4-5,+IR,0,22,0,8,0,18,105,5,101,2,178,7,IR,AT2G24300,AT4G31000,AT2G24300-AT4G310004-5+IR,48,0,14,384,one,27.4285714285714
AT1G54080-AT3G14100,6-7,6-7,-ALTA,684,32,611,18,1149,42,0,421,0,475,0,692,ALTA,AT1G54080,AT3G14100,AT1G54080-AT3G141006-7-ALTA,92,2444,1588,0,one,26.5652173913043
AT2G37280-AT3G53480,12-13,12-13,+IR,0,1,0,1,0,0,13,1,4,0,8,0,IR,AT2G37280,AT3G53480,AT2G37280-AT3G5348012-13+IR,2,0,1,25,one,25
AT1G53165-AT3G15220,13-14,13-14,-ALTD,98,6,76,1,123,7,0,39,0,55,0,77,ALTD,AT1G53165,AT3G15220,AT1G53165-AT3G1522013-14-ALTD,14,297,171,0,one,21.2142857142857
AT1G52360-AT3G15980,10-11,10-11,-ALTA,0,236,0,221,0,457,80,3,102,9,201,10,ALTA,AT1G52360,AT3G15980,AT1G52360-AT3G1598010-11-ALTA,914,0,22,383,one,17.4090909090909
AT4G26590-AT5G55930,4-5,4-5,+IR,27,1,30,2,40,3,0,11,0,25,0,48,IR,AT4G26590,AT5G55930,AT4G26590-AT5G559304-5+IR,6,97,84,0,one,16.1666666666667
AT1G16890-AT1G78870,3-4,3-4,-ALTD,0,836,0,806,0,1414,610,49,639,34,1089,66,ALTD,AT1G16890,AT1G78870,AT1G16890-AT1G788703-4-ALTD,3056,0,149,2338,one,15.6912751677852
AT2G46970-AT3G62090,2-3,1-2,+IR,0,4,0,3,0,4,25,0,15,3,36,4,IR,AT2G46970,AT3G62090,AT2G46970-AT3G620902-3+IR,11,0,7,76,one,10.8571428571429
AT3G01310-AT5G15070,29-30,29-30,-ALTA,0,321,0,524,0,630,9,0,6,1,23,5,ALTA,AT3G01310,AT5G15070,AT3G01310-AT5G1507029-30-ALTA,1475,0,6,38,one,6.33333333333333
AT1G66460-AT5G37790,5-6,5-6,+IR,34,4,26,3,41,10,0,73,0,101,0,119,IR,AT1G66460,AT5G37790,AT1G66460-AT5G377905-6+IR,17,101,293,0,one,5.94117647058824
AT1G53910-AT3G14230,1-2,1-2,-ALTD,0,455,0,511,0,745,268,43,232,35,379,80,ALTD,AT1G53910,AT3G14230,AT1G53910-AT3G142301-2-ALTD,1711,0,158,879,one,5.56329113924051
AT1G04550-AT2G33310,1-2,1-2,-ALTA,0,472,0,337,0,956,170,41,188,34,347,58,ALTA,AT1G04550,AT2G33310,AT1G04550-AT2G333101-2-ALTA,1765,0,133,705,one,5.30075187969925
AT1G63430-AT5G41180,12-13,12-13,-ALTA,138,57,165,23,263,32,0,7,0,9,0,33,ALTA,AT1G63430,AT5G41180,AT1G63430-AT5G4118012-13-ALTA,112,566,49,0,one,5.05357142857143
AT2G19090-AT4G30130,1-2,2-3,+IR,0,9,0,8,0,9,7,0,1,1,7,2,IR,AT2G19090,AT4G30130,AT2G19090-AT4G301301-2+IR,26,0,3,15,one,5
AT1G25250-AT1G68130,1-2,1-2,-ALTA,2,1,2,1,6,0,0,54,0,47,0,59,ALTA,AT1G25250,AT1G68130,AT1G25250-AT1G681301-2-ALTA,2,10,160,0,one,5
AT3G21620-AT4G15430,10-11,11-12,-ALTA,0,0,0,0,0,5,17,1,9,3,33,9,ALTA,AT3G21620,AT4G15430,AT3G21620-AT4G1543010-11-ALTA,5,0,13,59,one,4.53846153846154
AT3G11570-AT5G06230,3-4,3-4,+IR,15,0,14,3,27,10,0,0,0,6,0,10,IR,AT3G11570,AT5G06230,AT3G11570-AT5G062303-4+IR,13,56,16,0,one,4.30769230769231
AT3G44280-AT5G22280,2-3,2-3,-ALTA,0,178,0,198,0,356,233,59,187,37,377,91,ALTA,AT3G44280,AT5G22280,AT3G44280-AT5G222802-3-ALTA,732,0,187,797,one,4.2620320855615
AT4G11260-AT4G23570,1-2,1-2,-ALTA,0,689,0,678,0,1201,227,55,266,66,456,110,ALTA,AT4G11260,AT4G23570,AT4G11260-AT4G235701-2-ALTA,2568,0,231,949,one,4.10822510822511
AT4G19040-AT5G45560,5-6,5-6,-ALTA,96,40,110,18,145,30,0,27,0,15,0,18,ALTA,AT4G19040,AT5G45560,AT4G19040-AT5G455605-6-ALTA,88,351,60,0,one,3.98863636363636
AT1G15960-AT1G80830,6-7,6-7,+IR,65,20,27,9,67,16,0,140,0,109,0,161,IR,AT1G15960,AT1G80830,AT1G15960-AT1G808306-7+IR,45,159,410,0,one,3.53333333333333
AT2G19090-AT4G30130,3-4,4-5,+IR,0,16,0,4,0,25,9,0,2,3,10,3,IR,AT2G19090,AT4G30130,AT2G19090-AT4G301303-4+IR,45,0,6,21,one,3.5
AT3G01040-AT5G15470,2-3,2-3,-ALTA,67,15,47,18,97,28,0,108,0,87,0,156,ALTA,AT3G01040,AT5G15470,AT3G01040-AT5G154702-3-ALTA,61,211,351,0,one,3.45901639344262
AT2G14120-AT4G33650,14-15,13-14,-ALTA,0,212,0,139,0,252,135,56,114,37,214,63,ALTA,AT2G14120,AT4G33650,AT2G14120-AT4G3365014-15-ALTA,603,0,156,463,one,2.96794871794872
AT1G50460-AT3G20040,7-8,7-8,+IR,253,69,194,90,380,151,0,32,0,27,0,40,IR,AT1G50460,AT3G20040,AT1G50460-AT3G200407-8+IR,310,827,99,0,one,2.66774193548387
AT2G22840-AT4G37740,2-3,2-3,+IR,29,14,32,13,49,15,0,16,0,7,0,25,IR,AT2G22840,AT4G37740,AT2G22840-AT4G377402-3+IR,42,110,48,0,one,2.61904761904762
AT2G36060-AT3G52560,2-3,2-3,-ALTA,0,780,0,818,0,1461,751,352,871,278,1476,559,ALTA,AT2G36060,AT3G52560,AT2G36060-AT3G525602-3-ALTA,3059,0,1189,3098,one,2.60555088309504
AT2G46170-AT3G61560,2-3,2-3,+ALTA,0,778,0,446,0,1029,99,30,65,22,124,63,ALTA,AT2G46170,AT3G61560,AT2G46170-AT3G615602-3+ALTA,2253,0,115,288,one,2.50434782608696
AT2G19090-AT4G30130,2-3,3-4,+IR,0,16,0,12,0,26,4,0,2,3,6,2,IR,AT2G19090,AT4G30130,AT2G19090-AT4G301302-3+IR,54,0,5,12,one,2.4
AT4G27900-AT5G53420,1-2,1-2,+IR,0,80,0,71,0,140,344,137,194,110,328,128,IR,AT4G27900,AT5G53420,AT4G27900-AT5G534201-2+IR,291,0,375,866,one,2.30933333333333
AT1G14970-AT2G01480,2-3,2-3,+IR,19,10,8,1,13,8,0,58,0,44,0,52,IR,AT1G14970,AT2G01480,AT1G14970-AT2G014802-3+IR,19,40,154,0,one,2.10526315789474
AT2G43850-AT3G59830,7-8,6-7,+ALTA,67,23,55,27,67,44,0,0,0,0,0,7,ALTA,AT2G43850,AT3G59830,AT2G43850-AT3G598307-8+ALTA,94,189,7,0,one,2.01063829787234
AT1G01700-AT4G00460,2-3,3-4,+IR,9,3,8,1,6,8,0,12,0,3,0,22,IR,AT1G01700,AT4G00460,AT1G01700-AT4G004602-3+IR,12,23,37,0,one,1.91666666666667
AT1G03457-AT4G03110,3-4,3-4,-ALTA,19,2,15,13,40,24,0,269,0,353,0,502,ALTA,AT1G03457,AT4G03110,AT1G03457-AT4G031103-4-ALTA,39,74,1124,0,one,1.8974358974359
AT1G16490-AT1G79180,2-3,2-3,+IR,25,15,13,4,29,17,0,0,0,0,0,3,IR,AT1G16490,AT1G79180,AT1G16490-AT1G791802-3+IR,36,67,3,0,one,1.86111111111111
AT2G36060-AT3G52560,2-3,2-3,-ALTD,495,285,526,292,948,513,0,1103,0,1149,0,2035,ALTD,AT2G36060,AT3G52560,AT2G36060-AT3G525602-3-ALTD,1090,1969,4287,0,one,1.80642201834862
AT2G21240-AT4G38910,2-3,2-3,+ALTA,0,271,0,460,0,680,58,23,45,31,101,73,ALTA,AT2G21240,AT4G38910,AT2G21240-AT4G389102-3+ALTA,1411,0,127,204,one,1.60629921259843
AT2G24570-AT4G31550,1-2,1-2,-ALTA,0,197,0,184,0,292,199,128,297,144,382,319,ALTA,AT2G24570,AT4G31550,AT2G24570-AT4G315501-2-ALTA,673,0,591,878,one,1.48561759729272
AT1G01700-AT4G00460,4-5,5-6,+IR,12,0,7,2,4,14,0,12,0,6,0,9,IR,AT1G01700,AT4G00460,AT1G01700-AT4G004604-5+IR,16,23,27,0,one,1.4375
AT2G21270-AT4G38930,8-9,8-9,-ALTD,0,247,0,253,0,429,91,57,89,83,154,123,ALTD,AT2G21270,AT4G38930,AT2G21270-AT4G389308-9-ALTD,929,0,263,334,one,1.26996197718631
AT1G13860-AT2G03480,6-7,6-7,-ALTD;+ALTA,0,57,0,39,0,96,58,26,19,26,56,53,ALTP,AT1G13860,AT2G03480,AT1G13860-AT2G034806-7-ALTD;+ALTA,192,0,105,133,one,1.26666666666667
AT1G17950-AT1G73410,2-3,2-3,+IR,0,1,0,1,0,7,2,2,1,1,2,1,IR,AT1G17950,AT1G73410,AT1G17950-AT1G734102-3+IR,9,0,4,5,one,1.25
AT2G16750-AT4G35030,7-8,3-4,+IR,25,11,8,22,31,20,0,31,0,23,0,35,IR,AT2G16750,AT4G35030,AT2G16750-AT4G350307-8+IR,53,64,89,0,one,1.20754716981132
AT1G07900-AT2G28500,1-2,1-2,+IR,0,10,0,7,0,5,7,0,4,12,20,14,IR,AT1G07900,AT2G28500,AT1G07900-AT2G285001-2+IR,22,0,26,31,one,1.19230769230769
AT3G11580-AT5G06250,1-2,1-2,+IR,20,6,2,7,11,15,0,2,0,0,0,2,IR,AT3G11580,AT5G06250,AT3G11580-AT5G062501-2+IR,28,33,4,0,one,1.17857142857143
AT1G23380-AT1G70510,3-4,3-4,+IR,10,1,4,6,3,8,0,0,0,1,0,1,IR,AT1G23380,AT1G70510,AT1G23380-AT1G705103-4+IR,15,17,2,0,one,1.13333333333333
AT1G01700-AT4G00460,6-7,7-8,+IR,1,3,11,2,5,10,0,2,0,2,0,8,IR,AT1G01700,AT4G00460,AT1G01700-AT4G004606-7+IR,15,17,12,0,one,1.13333333333333
AT2G38970-AT3G54780,1-2,1-2,+ALTA,0,39,0,43,0,96,3,2,2,1,7,8,ALTA,AT2G38970,AT3G54780,AT2G38970-AT3G547801-2+ALTA,178,0,11,12,one,1.09090909090909
AT2G36390-AT5G03650,7-8,7-8,+IR,133,119,160,153,207,198,0,609,0,561,0,1033,IR,AT2G36390,AT5G03650,AT2G36390-AT5G036507-8+IR,470,500,2203,0,one,1.06382978723404
AT4G20430-AT5G44530,6-7,6-7,+IR,0,68,0,55,0,115,260,181,139,152,291,333,IR,AT4G20430,AT5G44530,AT4G20430-AT5G445306-7+IR,238,0,666,690,one,1.03603603603604
AT1G04500-AT2G33350,2-3,2-3,+IR,0,2,0,1,0,2,2,1,2,1,1,3,IR,AT1G04500,AT2G33350,AT1G04500-AT2G333502-3+IR,5,0,5,5,one,1
AT1G20980-AT1G76580,1-2,3-4,+ALTA,0,210,0,259,0,368,15,13,21,21,33,35,ALTA,AT1G20980,AT1G76580,AT1G20980-AT1G765801-2+ALTA,837,0,69,69,one,1
AT1G16310-AT1G79520,1-2,1-2,+IR,0,25,0,33,0,57,205,145,109,158,218,237,IR,AT1G16310,AT1G79520,AT1G16310-AT1G795201-2+IR,115,0,540,532,one,0.985185185185185
AT1G19650-AT1G75370,2-3,2-3,+IR,101,122,107,140,222,176,0,456,0,622,0,838,IR,AT1G19650,AT1G75370,AT1G19650-AT1G753702-3+IR,438,430,1916,0,one,0.981735159817352
AT4G18375-AT5G46190,7-8,6-7,+IR,0,18,0,20,0,37,97,82,67,74,102,118,IR,AT4G18375,AT5G46190,AT4G18375-AT5G461907-8+IR,75,0,274,266,one,0.970802919708029
AT1G04500-AT2G33350,3-4,3-4,+IR,0,2,0,4,0,1,8,2,6,5,7,15,IR,AT1G04500,AT2G33350,AT1G04500-AT2G333503-4+IR,7,0,22,21,one,0.954545454545455
AT2G42150-AT3G57980,1-2,2-3,+ALTA,0,2,0,4,0,6,13,23,17,11,33,33,ALTA,AT2G42150,AT3G57980,AT2G42150-AT3G579801-2+ALTA,12,0,67,63,one,0.940298507462687
AT1G03520-AT4G03340,3-4,3-4,+IR,38,29,49,55,47,64,0,2,0,6,0,15,IR,AT1G03520,AT4G03340,AT1G03520-AT4G033403-4+IR,148,134,23,0,one,0.905405405405405
AT2G40010-AT3G11250,1-2,1-2,+ALTA,73,76,44,38,109,136,0,327,0,183,0,600,ALTA,AT2G40010,AT3G11250,AT2G40010-AT3G112501-2+ALTA,250,226,1110,0,one,0.904
AT1G02050-AT4G00040,1-2,1-2,+IR,0,25,0,22,0,54,81,80,56,67,111,148,IR,AT1G02050,AT4G00040,AT1G02050-AT4G000401-2+IR,101,0,295,248,one,0.840677966101695
AT1G15750-AT1G80490,7-8,6-7,-ALTA,0,163,0,193,0,331,47,79,69,49,80,106,ALTA,AT1G15750,AT1G80490,AT1G15750-AT1G804907-8-ALTA,687,0,234,196,one,0.837606837606838
AT1G17520-AT1G72740,3-4,3-4,+ALTA,55,63,54,64,76,95,0,249,0,244,0,353,ALTA,AT1G17520,AT1G72740,AT1G17520-AT1G727403-4+ALTA,222,185,846,0,one,0.833333333333333
AT1G23790-AT1G70340,3-4,3-4,+IR,0,1,0,5,0,7,3,7,11,10,8,10,IR,AT1G23790,AT1G70340,AT1G23790-AT1G703403-4+IR,13,0,27,22,one,0.814814814814815
AT3G01540-AT5G14610,8-9,10-11,-ALTA,337,384,371,501,653,801,0,88,0,121,0,226,ALTA,AT3G01540,AT5G14610,AT3G01540-AT5G146108-9-ALTA,1686,1361,435,0,one,0.80723606168446
AT1G17830-AT1G73210,1-2,1-2,-ALTA,0,11,0,6,0,20,7,12,18,23,23,26,ALTA,AT1G17830,AT1G73210,AT1G17830-AT1G732101-2-ALTA,37,0,61,48,one,0.786885245901639
AT1G13860-AT2G03480,6-7,6-7,+IR,0,57,0,39,0,96,26,58,26,19,52,57,IR,AT1G13860,AT2G03480,AT1G13860-AT2G034806-7+IR,192,0,134,104,one,0.776119402985075
AT4G24810-AT5G50330,2-3,2-3,+IR,96,132,63,103,185,213,0,28,0,32,0,45,IR,AT4G24810,AT5G50330,AT4G24810-AT5G503302-3+IR,448,344,105,0,one,0.767857142857143
AT4G24810-AT5G50330,1-2,1-2,+ALTD,67,72,54,67,100,150,0,22,0,14,0,32,ALTD,AT4G24810,AT5G50330,AT4G24810-AT5G503301-2+ALTD,289,221,68,0,one,0.764705882352941
AT2G40280-AT3G56080,3-4,3-4,+IR,0,104,0,91,0,173,79,160,76,105,178,197,IR,AT2G40280,AT3G56080,AT2G40280-AT3G560803-4+IR,368,0,462,333,one,0.720779220779221
AT1G53165-AT3G15220,10-11,10-11,+IR,30,39,42,48,43,76,0,61,0,80,0,125,IR,AT1G53165,AT3G15220,AT1G53165-AT3G1522010-11+IR,163,115,266,0,one,0.705521472392638
AT2G42290-AT3G57830,1-2,1-2,+IR,0,11,0,20,0,39,27,22,6,23,29,46,IR,AT2G42290,AT3G57830,AT2G42290-AT3G578301-2+IR,70,0,91,62,one,0.681318681318681
AT1G17590-AT1G72830,4-5,4-5,+IR,5,12,10,7,8,15,0,43,0,31,0,41,IR,AT1G17590,AT1G72830,AT1G17590-AT1G728304-5+IR,34,23,115,0,one,0.676470588235294
AT1G14510-AT2G02470,4-5,4-5,-ALTA,0,302,0,314,0,485,60,113,79,103,141,198,ALTA,AT1G14510,AT2G02470,AT1G14510-AT2G024704-5-ALTA,1101,0,414,280,one,0.676328502415459
AT2G43680-AT3G59690,3-4,3-4,-ALTA,175,305,262,365,372,547,0,18,0,22,0,47,ALTA,AT2G43680,AT3G59690,AT2G43680-AT3G596903-4-ALTA,1217,809,87,0,one,0.664749383730485
AT1G16310-AT1G79520,1-2,1-2,-ALTD,0,25,0,33,0,57,128,222,123,144,174,281,ALTD,AT1G16310,AT1G79520,AT1G16310-AT1G795201-2-ALTD,115,0,647,425,one,0.656877897990726
AT4G18375-AT5G46190,2-3,2-3,+IR,12,8,7,13,12,27,0,113,0,81,0,172,IR,AT4G18375,AT5G46190,AT4G18375-AT5G461902-3+IR,48,31,366,0,one,0.645833333333333
AT1G55680-AT3G13340,4-5,4-5,+IR,0,392,0,431,0,546,85,141,79,117,133,206,IR,AT1G55680,AT3G13340,AT1G55680-AT3G133404-5+IR,1369,0,464,297,one,0.640086206896552
AT1G03960-AT5G44090,8-9,8-9,+IR,38,33,32,51,39,88,0,208,0,250,0,399,IR,AT1G03960,AT5G44090,AT1G03960-AT5G440908-9+IR,172,109,857,0,one,0.633720930232558
AT1G64610-AT5G42010,6-7,4-5,+IR,0,17,0,43,0,72,9,14,8,13,8,13,IR,AT1G64610,AT5G42010,AT1G64610-AT5G420106-7+IR,132,0,40,25,one,0.625
AT2G17150-AT4G35270,4-5,3-4,+IR,12,49,23,26,45,55,0,235,0,125,0,339,IR,AT2G17150,AT4G35270,AT2G17150-AT4G352704-5+IR,130,80,699,0,one,0.615384615384615
AT5G07680-AT5G61430,2-3,2-3,+IR,1,0,1,2,1,3,0,9,0,4,0,7,IR,AT5G07680,AT5G61430,AT5G07680-AT5G614302-3+IR,5,3,20,0,one,0.6
AT1G03960-AT5G44090,2-3,2-3,+ALTD,28,37,19,35,37,77,0,149,0,168,0,275,ALTD,AT1G03960,AT5G44090,AT1G03960-AT5G440902-3+ALTD,149,84,592,0,one,0.563758389261745
AT4G24810-AT5G50330,1-2,1-2,+IR,46,93,43,78,94,156,0,22,0,14,0,32,IR,AT4G24810,AT5G50330,AT4G24810-AT5G503301-2+IR,327,183,68,0,one,0.559633027522936
AT1G15490-AT1G80280,1-2,1-2,+IR,7,20,8,14,23,34,0,14,0,11,0,39,IR,AT1G15490,AT1G80280,AT1G15490-AT1G802801-2+IR,68,38,64,0,one,0.558823529411765
AT3G02800-AT5G16480,1-2,1-2,+IR,0,10,0,82,0,38,38,60,62,84,42,113,IR,AT3G02800,AT5G16480,AT3G02800-AT5G164801-2+IR,130,0,257,142,one,0.552529182879377
AT2G47000-AT3G62150,10-11,10-11,+IR,8,14,11,24,18,29,0,18,0,30,0,53,IR,AT2G47000,AT3G62150,AT2G47000-AT3G6215010-11+IR,67,37,101,0,one,0.552238805970149
AT1G18610-AT1G74150,1-2,1-2,+IR,25,45,18,18,28,66,0,0,0,4,0,8,IR,AT1G18610,AT1G74150,AT1G18610-AT1G741501-2+IR,129,71,12,0,one,0.550387596899225
AT3G01310-AT5G15070,6-7,6-7,+IR,0,242,0,362,0,497,7,0,4,13,4,15,IR,AT3G01310,AT5G15070,AT3G01310-AT5G150706-7+IR,1101,0,28,15,one,0.535714285714286
AT3G01310-AT5G15070,9-10,9-10,+IR,0,338,0,468,0,659,9,10,2,4,4,14,IR,AT3G01310,AT5G15070,AT3G01310-AT5G150709-10+IR,1465,0,28,15,one,0.535714285714286
AT4G19230-AT5G45340,6-7,5-6,+IR,0,5,0,9,0,17,5,4,15,44,30,48,IR,AT4G19230,AT5G45340,AT4G19230-AT5G453406-7+IR,31,0,96,50,one,0.520833333333333
AT3G04810-AT5G28290,10-11,9-10,+IR,43,38,17,45,39,110,0,26,0,25,0,71,IR,AT3G04810,AT5G28290,AT3G04810-AT5G2829010-11+IR,193,99,122,0,one,0.512953367875648
AT1G16220-AT1G79630,1-2,1-2,+IR,0,6,0,16,0,17,34,24,15,58,33,79,IR,AT1G16220,AT1G79630,AT1G16220-AT1G796301-2+IR,39,0,161,82,one,0.509316770186335
AT2G40750-AT3G56400,2-3,2-3,+IR,0,38,0,38,0,84,104,149,108,452,380,567,IR,AT2G40750,AT3G56400,AT2G40750-AT3G564002-3+IR,160,0,1168,592,one,0.506849315068493
AT5G08230-AT5G23150,6-7,6-7,+IR,18,42,12,16,26,55,0,93,0,106,0,130,IR,AT5G08230,AT5G23150,AT5G08230-AT5G231506-7+IR,113,56,329,0,one,0.495575221238938
AT5G07620-AT5G61570,1-2,1-2,-ALTA,0,38,0,17,0,33,40,52,11,42,35,81,ALTA,AT5G07620,AT5G61570,AT5G07620-AT5G615701-2-ALTA,88,0,175,86,one,0.491428571428571
AT1G05630-AT2G31830,3-4,3-4,+IR,0,47,0,75,0,91,2,6,2,6,7,11,IR,AT1G05630,AT2G31830,AT1G05630-AT2G318303-4+IR,213,0,23,11,one,0.478260869565217
AT1G53650-AT3G14450,1-2,1-2,-ALTD,35,64,20,57,50,102,0,32,0,31,0,66,ALTD,AT1G53650,AT3G14450,AT1G53650-AT3G144501-2-ALTD,223,105,129,0,one,0.47085201793722
AT1G53165-AT3G15220,12-13,12-13,+IR,0,106,0,110,0,149,29,52,31,67,40,99,IR,AT1G53165,AT3G15220,AT1G53165-AT3G1522012-13+IR,365,0,218,100,one,0.458715596330275
AT2G36400-AT3G52910,2-3,2-3,+IR,0,12,0,44,0,25,4,7,2,8,5,9,IR,AT2G36400,AT3G52910,AT2G36400-AT3G529102-3+IR,81,0,24,11,one,0.458333333333333
AT1G15960-AT1G80830,5-6,5-6,+IR,26,33,6,28,27,71,0,112,0,86,0,148,IR,AT1G15960,AT1G80830,AT1G15960-AT1G808305-6+IR,132,59,346,0,one,0.446969696969697
AT2G37980-AT3G54100,4-5,4-5,+IR,0,7,0,0,0,1,21,48,25,25,19,74,IR,AT2G37980,AT3G54100,AT2G37980-AT3G541004-5+IR,8,0,147,65,one,0.442176870748299
AT2G18380-AT4G36620,1-2,1-2,+IR,6,12,3,10,12,26,0,5,0,3,0,6,IR,AT2G18380,AT4G36620,AT2G18380-AT4G366201-2+IR,48,21,14,0,one,0.4375
AT1G03457-AT4G03110,6-7,6-7,-ALTA,0,18,0,37,0,21,112,302,145,326,247,532,ALTA,AT1G03457,AT4G03110,AT1G03457-AT4G031106-7-ALTA,76,0,1160,504,one,0.43448275862069
AT4G25420-AT5G51810,1-2,1-2,+IR,13,22,5,17,8,21,0,0,0,6,0,1,IR,AT4G25420,AT5G51810,AT4G25420-AT5G518101-2+IR,60,26,7,0,one,0.433333333333333
AT1G15490-AT1G80280,1-2,1-2,+ALTD,9,18,9,13,14,43,0,14,0,11,0,39,ALTD,AT1G15490,AT1G80280,AT1G15490-AT1G802801-2+ALTD,74,32,64,0,one,0.432432432432432
AT1G21810-AT1G77580,2-3,4-5,+IR,0,8,0,13,0,21,45,115,29,72,64,133,IR,AT1G21810,AT1G77580,AT1G21810-AT1G775802-3+IR,42,0,320,138,one,0.43125
AT3G22180-AT4G15080,7-8,8-9,+IR,15,24,13,28,11,39,0,75,0,54,0,109,IR,AT3G22180,AT4G15080,AT3G22180-AT4G150807-8+IR,91,39,238,0,one,0.428571428571429
