pair,j1,j2,class,g1r1alt,g1r1cons,g1r2alt,g1r2cons,g1r3alt,g1r3cons,g2r1alt,g2r1cons,g2r2alt,g2r2cons,g2r3alt,g2r3cons,class2,pair_1,pair_2,uniqID,g1_all_cons,g1_all_alts,g2_all_cons,g2_all_alts,one_gene_alts_only,qdiff
AT4G12770-AT4G12780,3-4,3-4,-ALTA,4,115,3,105,16,193,6,171,15,138,21,266,ALTA,AT4G12770,AT4G12780,AT4G12770-AT4G127803-4-ALTA,413,23,575,42,both,0.0173534056216444
AT2G46440-AT2G46450,7-8,7-8,+IR,3,152,1,106,6,193,22,386,4,193,14,451,IR,AT2G46440,AT2G46450,AT2G46440-AT2G464507-8+IR,451,10,1030,40,both,0.0166620024540934
AT4G14713-AT4G14720,3-4,3-4,+IR,1,28,4,23,4,42,2,60,10,54,5,94,IR,AT4G14713,AT4G14720,AT4G14713-AT4G147203-4+IR,93,9,208,17,both,0.0150434243176179
AT3G28070-AT3G28080,2-3,2-3,+ALTA,6,315,5,216,12,424,25,367,7,303,12,464,ALTA,AT3G28070,AT3G28080,AT3G28070-AT3G280802-3+ALTA,955,23,1134,44,both,0.0147169358338643
AT1G29350-AT1G29370,7-8,7-8,-ALTA,43,256,59,279,129,410,49,258,67,265,135,447,ALTA,AT1G29350,AT1G29370,AT1G29350-AT1G293707-8-ALTA,945,231,970,251,both,0.0143184421534937
AT3G55000-AT3G55005,3-4,3-4,+IR,3,221,9,221,10,330,3,124,2,97,1,197,IR,AT3G55000,AT3G55005,AT3G55000-AT3G550053-4+IR,772,22,418,6,both,0.0141433423407789
AT4G25660-AT4G25680,2-3,2-3,+IR,17,251,5,263,15,416,4,176,1,181,13,323,IR,AT4G25660,AT4G25680,AT4G25660-AT4G256802-3+IR,930,37,680,18,both,0.013314358001265
AT3G14130-AT3G14150,9-10,9-10,+IR,4,51,2,56,1,66,5,174,14,134,11,252,IR,AT3G14130,AT3G14150,AT3G14130-AT3G141509-10+IR,173,7,560,30,both,0.0131090008257638
AT1G06640-AT1G06650,1-2,1-2,+IR,5,172,8,163,10,227,11,421,11,425,18,580,IR,AT1G06640,AT1G06650,AT1G06640-AT1G066501-2+IR,562,23,1426,40,both,0.0128747760203241
AT1G07470-AT1G07480,11-12,11-12,+IR,1,100,17,116,15,201,11,99,5,126,24,210,IR,AT1G07470,AT1G07480,AT1G07470-AT1G0748011-12+IR,417,33,435,40,both,0.0128173323410237
AT4G28860-AT4G28880,12-13,13-14,+IR,3,346,18,363,16,536,11,354,26,437,19,532,IR,AT4G28860,AT4G28880,AT4G28860-AT4G2888012-13+IR,1245,37,1323,56,both,0.0126091668260343
AT5G12950-AT5G12960,9-10,9-10,+IR,5,305,13,467,20,548,3,135,7,243,17,285,IR,AT5G12950,AT5G12960,AT5G12950-AT5G129609-10+IR,1320,38,663,27,both,0.0119361031125737
AT1G27330-AT1G27350,2-3,2-3,+IR,13,480,9,509,29,888,9,382,17,361,31,734,IR,AT1G27330,AT1G27350,AT1G27330-AT1G273502-3+IR,1877,51,1477,57,both,0.0114207224322943
AT5G28020-AT5G28030,8-9,9-10,+IR,11,710,7,670,16,1044,5,199,1,114,10,321,IR,AT5G28020,AT5G28030,AT5G28020-AT5G280308-9+IR,2424,34,634,16,both,0.0112101904196729
