pair,j1,j2,class,g1r1alt,g1r1cons,g1r2alt,g1r2cons,g1r3alt,g1r3cons,g2r1alt,g2r1cons,g2r2alt,g2r2cons,g2r3alt,g2r3cons,class2,pair_1,pair_2,uniqID,g1_all_cons,g1_all_alts,g2_all_cons,g2_all_alts,one_gene_alts_only,qdiff
AT1G34550-AT4G09630,4-5,3-4,+IR,4,141,5,69,4,178,5,75,4,100,5,153,IR,AT1G34550,AT4G09630,AT1G34550-AT4G096304-5+IR,388,13,328,14,both,0.00917777219009304
AT1G53730-AT3G14350,15-16,15-16,+IR,1,177,1,142,6,333,6,346,4,341,17,576,IR,AT1G53730,AT3G14350,AT1G53730-AT3G1435015-16+IR,652,8,1263,27,both,0.00910773355871938
AT1G18160-AT1G73660,11-12,11-12,+IR,2,120,3,179,5,250,2,319,4,275,4,501,IR,AT1G18160,AT1G73660,AT1G18160-AT1G7366011-12+IR,549,10,1095,10,both,0.00908251615639893
AT4G12460-AT4G22540,5-6,5-6,-ALTA,15,109,5,150,7,183,24,254,16,327,29,403,ALTA,AT4G12460,AT4G22540,AT4G12460-AT4G225405-6-ALTA,442,27,984,69,both,0.00903597836883347
AT3G03910-AT5G18170,8-9,8-9,+IR,2,35,1,16,2,19,44,377,64,767,43,744,IR,AT3G03910,AT5G18170,AT3G03910-AT5G181708-9+IR,70,5,1888,151,both,0.0085502421307506
AT2G23420-AT4G36940,8-9,8-9,+ALTA,4,196,6,221,4,306,3,206,3,179,14,340,ALTA,AT2G23420,AT4G36940,AT2G23420-AT4G369408-9+ALTA,723,14,725,20,both,0.00822244479420041
AT3G47960-AT5G62680,3-4,3-4,+IR,5,520,6,490,20,841,3,326,1,217,5,493,IR,AT3G47960,AT5G62680,AT3G47960-AT5G626803-4+IR,1851,31,1036,9,both,0.00806044525655547
AT1G35460-AT4G09180,4-5,4-5,+IR,7,142,7,148,17,254,3,133,5,100,14,216,IR,AT1G35460,AT4G09180,AT1G35460-AT4G091804-5+IR,544,31,449,22,both,0.00798752128913927
AT1G53290-AT3G14960,6-7,6-7,+IR,1,52,5,78,2,110,4,103,1,92,9,147,IR,AT1G53290,AT3G14960,AT1G53290-AT3G149606-7+IR,240,8,342,14,both,0.00760233918128655
AT2G41140-AT3G56760,4-5,4-5,+IR,5,186,2,194,2,313,3,89,2,96,2,155,IR,AT2G41140,AT3G56760,AT2G41140-AT3G567604-5+IR,693,9,340,7,both,0.00760122230710466
AT4G25990-AT5G57180,1-2,1-2,+IR,1,47,5,33,11,125,86,710,35,269,50,911,IR,AT4G25990,AT5G57180,AT4G25990-AT5G571801-2+IR,205,17,1890,171,both,0.00754936120789779
AT2G17700-AT4G35780,12-13,11-12,+IR,2,97,3,76,12,100,17,104,5,170,11,199,IR,AT2G17700,AT4G35780,AT2G17700-AT4G3578012-13+IR,273,17,473,33,both,0.00749637958940284
AT3G02230-AT5G15650,1-2,1-2,+IR,11,349,2,149,3,381,15,468,11,456,16,715,IR,AT3G02230,AT5G15650,AT3G02230-AT5G156501-2+IR,879,16,1639,42,both,0.00742287848593825
AT3G43220-AT5G20840,9-10,9-10,+IR,2,169,4,202,7,337,10,234,3,209,7,333,IR,AT3G43220,AT5G20840,AT3G43220-AT5G208409-10+IR,708,13,776,20,both,0.0074116139553847
AT2G20440-AT4G28550,9-10,9-10,+IR,9,67,3,34,11,89,1,19,4,43,9,47,IR,AT2G20440,AT4G28550,AT2G20440-AT4G285509-10+IR,190,23,109,14,both,0.0073877353935297
AT1G04510-AT2G33340,15-16,15-16,+IR,7,386,4,278,7,600,1,330,3,367,5,600,IR,AT1G04510,AT2G33340,AT1G04510-AT2G3334015-16+IR,1264,18,1297,9,both,0.00730141612094122
AT3G09830-AT5G03320,2-3,2-3,+IR,2,73,4,107,11,136,6,86,2,91,11,134,IR,AT3G09830,AT5G03320,AT3G09830-AT5G033202-3+IR,316,17,311,19,both,0.00729577923399406
AT3G11270-AT5G05780,3-4,3-4,+IR,1,103,1,101,4,195,9,410,1,424,3,821,IR,AT3G11270,AT5G05780,AT3G11270-AT5G057803-4+IR,399,6,1655,13,both,0.00718260909070259
AT1G06390-AT2G30980,6-7,6-7,+IR,15,329,5,291,8,506,10,539,8,552,18,936,IR,AT1G06390,AT2G30980,AT1G06390-AT2G309806-7+IR,1126,28,2027,36,both,0.00710654827677158
AT3G02780-AT5G16440,3-4,3-4,+IR,14,610,30,680,39,1178,6,493,14,469,27,808,IR,AT3G02780,AT5G16440,AT3G02780-AT5G164403-4+IR,2468,83,1770,47,both,0.00707679769982327
AT3G05700-AT5G26990,1-2,1-2,+IR,7,131,7,65,6,157,1,69,4,115,13,179,IR,AT3G05700,AT5G26990,AT3G05700-AT5G269901-2+IR,353,20,363,18,both,0.00707044693652986
AT3G10340-AT5G04230,1-2,1-2,+IR,2,30,1,16,2,37,13,231,8,144,20,396,IR,AT3G10340,AT5G04230,AT3G10340-AT5G042301-2+IR,83,5,771,41,both,0.00706327254543466
AT2G23760-AT4G36870,1-2,1-2,+IR,6,220,3,250,13,398,1,155,7,209,4,290,IR,AT2G23760,AT4G36870,AT2G23760-AT4G368701-2+IR,868,22,654,12,both,0.00699699826660466
AT3G01520-AT5G14680,3-4,3-4,+IR,11,515,6,538,13,786,1,164,10,191,5,335,IR,AT3G01520,AT5G14680,AT3G01520-AT5G146803-4+IR,1839,30,690,16,both,0.00687519209400194
AT1G23030-AT1G71020,2-3,3-4,+IR,2,144,11,192,14,257,5,147,1,247,36,411,IR,AT1G23030,AT1G71020,AT1G23030-AT1G710202-3+IR,593,27,805,42,both,0.00664271574162328
AT5G11060-AT5G25220,1-2,1-2,+IR,11,331,3,370,5,658,1,257,1,171,4,383,IR,AT5G11060,AT5G25220,AT5G11060-AT5G252201-2+IR,1359,19,811,6,both,0.00658259454937581
AT1G04810-AT2G32730,12-13,12-13,+IR,10,240,8,254,12,366,15,522,15,473,44,791,IR,AT1G04810,AT2G32730,AT1G04810-AT2G3273012-13+IR,860,30,1786,74,both,0.00654964973046173
AT3G49670-AT5G65700,1-2,1-2,+IR,7,423,4,139,15,557,2,272,3,246,11,439,IR,AT3G49670,AT5G65700,AT3G49670-AT5G657001-2+IR,1119,26,957,16,both,0.00651611800728931
AT1G54130-AT3G14050,4-5,4-5,+IR,1,565,7,884,4,946,1,133,2,367,6,283,IR,AT1G54130,AT3G14050,AT1G54130-AT3G140504-5+IR,2395,12,783,9,both,0.00648381446020205
AT1G01610-AT4G00400,3-4,3-4,+IR,15,420,6,367,5,719,9,222,2,301,13,489,IR,AT1G01610,AT4G00400,AT1G01610-AT4G004003-4+IR,1506,26,1012,24,both,0.00645113879134319
AT2G36060-AT3G52560,2-3,2-3,+IR,58,722,32,786,75,1386,94,1009,27,1122,86,1949,IR,AT2G36060,AT3G52560,AT2G36060-AT3G525602-3+IR,2894,165,4080,207,both,0.00627921866742551
AT2G21590-AT4G39210,13-14,13-14,+IR,4,78,3,62,4,118,8,175,5,157,10,298,IR,AT2G21590,AT4G39210,AT2G21590-AT4G3921013-14+IR,258,11,630,23,both,0.00612772240679217
AT1G30490-AT2G34710,17-18,16-17,+IR,4,132,6,102,3,228,10,193,4,177,11,361,IR,AT1G30490,AT2G34710,AT1G30490-AT2G3471017-18+IR,462,13,731,25,both,0.00606119826366064
AT3G01520-AT5G14680,2-3,2-3,+IR,3,432,6,567,2,722,5,159,2,165,1,330,IR,AT3G01520,AT5G14680,AT3G01520-AT5G146802-3+IR,1721,11,654,8,both,0.00584078313049628
AT3G07010-AT5G48900,5-6,5-6,+IR,15,415,9,445,10,758,23,315,3,479,18,849,IR,AT3G07010,AT5G48900,AT3G07010-AT5G489005-6+IR,1618,34,1643,44,both,0.00576668294227975
AT1G52600-AT3G15710,7-8,7-8,+IR,2,156,1,150,1,263,2,140,3,155,2,258,IR,AT1G52600,AT3G15710,AT1G52600-AT3G157107-8+IR,569,4,553,7,both,0.00562835087094837
AT4G26150-AT5G56860,2-3,2-3,+IR,8,46,2,19,4,52,25,209,12,68,30,310,IR,AT4G26150,AT5G56860,AT4G26150-AT5G568602-3+IR,117,14,587,67,both,0.00551842630207196
AT1G10940-AT1G60940,9-10,8-9,+IR,9,528,7,402,17,708,17,663,20,615,24,1107,IR,AT1G10940,AT1G60940,AT1G10940-AT1G609409-10+IR,1638,33,2385,61,both,0.00542999976962241
AT3G47600-AT5G62470,1-2,1-2,+IR,15,58,18,68,11,149,33,135,41,333,58,384,IR,AT3G47600,AT5G62470,AT3G47600-AT5G624701-2+IR,275,44,852,132,both,0.00507042253521128
AT4G24390-AT5G49980,2-3,2-3,+IR,3,66,3,132,9,160,17,305,15,304,20,499,IR,AT4G24390,AT5G49980,AT4G24390-AT5G499802-3+IR,358,15,1108,52,both,0.00503196660145615
AT2G36580-AT3G52990,14-15,14-15,+IR,1,343,3,220,7,462,4,761,3,727,9,1290,IR,AT2G36580,AT3G52990,AT2G36580-AT3G5299014-15+IR,1025,11,2778,16,both,0.00497216808021212
AT1G53290-AT3G14960,1-2,1-2,+IR,3,195,3,195,2,318,2,57,1,75,1,114,IR,AT1G53290,AT3G14960,AT1G53290-AT3G149601-2+IR,708,8,246,4,both,0.00496072757337743
AT1G64670-AT5G41900,1-2,1-2,+IR,7,132,1,100,3,238,6,92,2,78,2,183,IR,AT1G64670,AT5G41900,AT1G64670-AT5G419001-2+IR,470,11,353,10,both,0.00492435657886806
AT2G36250-AT3G52750,2-3,2-3,+IR,7,609,5,701,3,1272,2,693,7,478,15,1077,IR,AT2G36250,AT3G52750,AT2G36250-AT3G527502-3+IR,2582,15,2248,24,both,0.00486670654490023
AT1G45000-AT5G43010,6-7,6-7,+IR,9,695,5,618,4,1081,1,176,4,217,4,335,IR,AT1G45000,AT5G43010,AT1G45000-AT5G430106-7+IR,2394,18,728,9,both,0.00484384037015616
AT1G48230-AT3G17430,7-8,7-8,+IR,2,135,1,137,2,203,1,138,1,96,4,158,IR,AT1G48230,AT3G17430,AT1G48230-AT3G174307-8+IR,475,5,392,6,both,0.00477980665950591
AT1G10570-AT1G60220,10-11,10-11,+IR,8,145,7,117,7,210,3,109,5,104,7,145,IR,AT1G10570,AT1G60220,AT1G10570-AT1G6022010-11+IR,472,22,358,15,both,0.0047107281507433
AT2G22310-AT4G39910,4-5,3-4,+IR,2,17,3,52,1,77,10,182,14,244,12,360,IR,AT2G22310,AT4G39910,AT2G22310-AT4G399104-5+IR,146,6,786,36,both,0.00470563630659835
AT2G39890-AT3G55740,6-7,6-7,+IR,5,189,4,149,5,259,2,139,1,121,6,220,IR,AT2G39890,AT3G55740,AT2G39890-AT3G557406-7+IR,597,14,480,9,both,0.00470058626465662
AT1G14690-AT2G01910,7-8,7-8,+IR,8,159,1,198,6,265,2,205,5,315,11,406,IR,AT1G14690,AT2G01910,AT1G14690-AT2G019107-8+IR,622,15,926,18,both,0.0046773107026036
AT1G34550-AT4G09630,3-4,2-3,+IR,2,163,2,116,3,226,1,152,1,146,3,244,IR,AT1G34550,AT4G09630,AT1G34550-AT4G096303-4+IR,505,7,542,5,both,0.00463629388769135
AT4G17270-AT5G47540,6-7,6-7,+IR,5,203,6,231,4,322,3,332,5,187,6,401,IR,AT4G17270,AT5G47540,AT4G17270-AT5G475406-7+IR,756,15,920,14,both,0.00462387853692201
AT1G18160-AT1G73660,6-7,6-7,+IR,4,144,7,215,7,247,12,303,10,321,9,611,IR,AT1G18160,AT1G73660,AT1G18160-AT1G736606-7+IR,606,18,1235,31,both,0.00460175572213092
AT2G44100-AT3G59920,6-7,5-6,+IR,11,685,2,701,10,1170,5,483,1,496,2,831,IR,AT2G44100,AT3G59920,AT2G44100-AT3G599206-7+IR,2556,23,1810,8,both,0.00457854555201065
AT2G40300-AT3G56090,1-2,1-2,+IR,9,248,1,199,2,569,4,460,2,204,4,713,IR,AT2G40300,AT3G56090,AT2G40300-AT3G560901-2+IR,1016,12,1377,10,both,0.00454885949713802
AT1G21750-AT1G77510,8-9,9-10,+IR,1,485,2,461,7,908,2,217,3,183,3,408,IR,AT1G21750,AT1G77510,AT1G21750-AT1G775108-9+IR,1854,10,808,8,both,0.00450724684118897
AT1G30910-AT5G44720,1-2,1-2,+IR,14,281,13,286,6,586,33,725,19,718,45,1486,IR,AT1G30910,AT5G44720,AT1G30910-AT5G447201-2+IR,1153,33,2929,97,both,0.00449611608886462
AT2G25070-AT4G31860,4-5,4-5,+IR,4,353,11,467,12,677,7,226,3,214,8,361,IR,AT2G25070,AT4G31860,AT2G25070-AT4G318604-5+IR,1497,27,801,18,both,0.00443583796807097
AT1G10430-AT1G59830,1-2,1-2,+IR,4,224,3,224,6,358,4,367,3,422,9,559,IR,AT1G10430,AT1G59830,AT1G10430-AT1G598301-2+IR,806,13,1348,16,both,0.0042595960562841
AT3G47960-AT5G62680,1-2,1-2,+IR,7,477,10,525,49,882,8,341,11,250,17,575,IR,AT3G47960,AT5G62680,AT3G47960-AT5G626801-2+IR,1884,66,1166,36,both,0.00415706154199124
AT1G20580-AT1G76300,1-2,1-2,+IR,7,560,8,550,12,1155,1,316,6,250,3,719,IR,AT1G20580,AT1G76300,AT1G20580-AT1G763001-2+IR,2265,27,1285,10,both,0.00413842863400933
AT4G11220-AT4G23630,4-5,5-6,+IR,15,309,2,365,19,633,32,1090,12,1236,60,2108,IR,AT4G11220,AT4G23630,AT4G11220-AT4G236304-5+IR,1307,36,4434,104,both,0.00408887434821486
AT4G11380-AT4G23460,6-7,4-5,+IR,8,188,6,176,6,301,3,118,2,74,3,115,IR,AT4G11380,AT4G23460,AT4G11380-AT4G234606-7+IR,665,20,307,8,both,0.0040165560481007
AT3G01040-AT5G15470,5-6,5-6,+IR,2,134,1,135,1,233,2,156,2,126,2,226,IR,AT3G01040,AT5G15470,AT3G01040-AT5G154705-6+IR,502,4,508,6,both,0.0038428961320074
AT4G26710-AT5G55290,2-3,1-2,+IR,43,1727,30,1685,85,3294,7,356,10,435,14,778,IR,AT4G26710,AT5G55290,AT4G26710-AT5G552902-3+IR,6706,158,1569,31,both,0.00380318263735357
AT1G12760-AT1G63170,2-3,2-3,+IR,18,201,16,348,21,470,9,218,10,233,24,406,IR,AT1G12760,AT1G63170,AT1G12760-AT1G631702-3+IR,1019,55,857,43,both,0.00379945561748025
AT4G26480-AT5G56140,1-2,1-2,+IR,14,334,11,306,19,592,10,328,12,469,37,699,IR,AT4G26480,AT5G56140,AT4G26480-AT5G561401-2+IR,1232,44,1496,59,both,0.00372421695951108
AT1G12360-AT4G12120,10-11,10-11,+IR,3,140,5,243,7,289,1,30,1,45,1,41,IR,AT1G12360,AT4G12120,AT1G12360-AT4G1212010-11+IR,672,15,116,3,both,0.00354064039408867
AT4G17190-AT5G47770,9-10,10-11,+IR,3,124,1,182,4,280,6,458,6,594,9,1011,IR,AT4G17190,AT5G47770,AT4G17190-AT5G477709-10+IR,586,8,2063,21,both,0.00347252667261138
AT1G11930-AT4G26860,1-2,1-2,+IR,9,497,2,546,5,973,6,1053,1,848,9,1651,IR,AT1G11930,AT4G26860,AT1G11930-AT4G268601-2+IR,2016,16,3552,16,both,0.00343200343200343
AT4G17530-AT5G47200,2-3,2-3,+IR,9,879,3,1010,18,1641,10,620,1,771,3,1349,IR,AT4G17530,AT5G47200,AT4G17530-AT5G472002-3+IR,3530,30,2740,14,both,0.00338909451831021
AT4G11220-AT4G23630,2-3,3-4,+IR,1,261,4,325,2,515,3,1105,4,1106,6,2086,IR,AT4G11220,AT4G23630,AT4G11220-AT4G236302-3+IR,1101,7,4297,13,both,0.00333248995930456
AT3G03250-AT5G17310,2-3,2-3,+IR,2,1020,4,848,9,1837,3,417,5,366,3,710,IR,AT3G03250,AT5G17310,AT3G03250-AT5G173102-3+IR,3705,15,1493,11,both,0.00331913301208609
AT5G11060-AT5G25220,3-4,3-4,+IR,34,719,30,807,21,1423,13,451,18,476,33,1066,IR,AT5G11060,AT5G25220,AT5G11060-AT5G252203-4+IR,2949,85,1993,64,both,0.00328906343446552
AT3G01300-AT5G15080,4-5,4-5,+IR,3,92,1,89,1,113,2,112,2,132,2,193,IR,AT3G01300,AT5G15080,AT3G01300-AT5G150804-5+IR,294,5,437,6,both,0.00327682560438363
AT3G27380-AT5G40650,1-2,1-2,+IR,14,441,10,423,39,739,10,231,3,211,22,381,IR,AT3G27380,AT5G40650,AT3G27380-AT5G406501-2+IR,1603,63,823,35,both,0.00322602895997708
AT2G14120-AT4G33650,12-13,11-12,+IR,1,141,2,118,4,219,2,195,2,144,3,272,IR,AT2G14120,AT4G33650,AT2G14120-AT4G3365012-13+IR,478,7,611,7,both,0.00318772298653007
AT2G18730-AT4G30340,11-12,8-9,+IR,8,216,1,233,6,398,4,174,2,170,3,275,IR,AT2G18730,AT4G30340,AT2G18730-AT4G3034011-12+IR,847,15,619,9,both,0.0031699831964188
AT1G12760-AT1G63170,4-5,4-5,+IR,2,347,4,444,15,618,1,265,4,272,8,568,IR,AT1G12760,AT1G63170,AT1G12760-AT1G631704-5+IR,1409,21,1105,13,both,0.00313948148457396
AT4G25700-AT5G52570,4-5,4-5,+IR,22,284,17,192,52,431,23,219,10,256,59,471,IR,AT4G25700,AT5G52570,AT4G25700-AT5G525704-5+IR,907,91,946,92,both,0.00307917512604572
AT2G36250-AT3G52750,5-6,5-6,+IR,13,776,6,633,20,1218,8,504,5,358,6,746,IR,AT2G36250,AT3G52750,AT2G36250-AT3G527505-6+IR,2627,39,1608,19,both,0.00302991134923025
AT3G48100-AT5G62920,3-4,3-4,+IR,1,382,3,284,4,577,4,630,2,120,8,768,IR,AT3G48100,AT5G62920,AT3G48100-AT5G629203-4+IR,1243,8,1518,14,both,0.00278661956230252
AT3G48100-AT5G62920,4-5,4-5,+IR,78,341,45,257,70,575,163,627,31,130,65,791,IR,AT3G48100,AT5G62920,AT3G48100-AT5G629204-5+IR,1173,193,1548,259,both,0.00277728212956907
AT1G22200-AT1G36050,12-13,12-13,+IR,3,250,1,154,1,388,1,193,2,188,4,391,IR,AT1G22200,AT1G36050,AT1G22200-AT1G3605012-13+IR,792,5,772,7,both,0.00275422619982205
AT1G25520-AT1G68650,9-10,9-10,+IR,7,254,6,184,7,314,1,90,4,83,5,168,IR,AT1G25520,AT1G68650,AT1G25520-AT1G686509-10+IR,752,20,341,10,both,0.00272976851562988
AT3G02780-AT5G16440,1-2,1-2,+IR,2,629,4,719,17,1218,8,340,2,380,7,734,IR,AT3G02780,AT5G16440,AT3G02780-AT5G164401-2+IR,2566,23,1454,17,both,0.00272851734833142
AT3G03090-AT5G17010,9-10,9-10,+IR,1,116,1,94,4,206,1,99,2,79,1,164,IR,AT3G03090,AT5G17010,AT3G03090-AT5G170109-10+IR,416,6,342,4,both,0.00272717049032839
AT1G51590-AT3G21160,8-9,8-9,+IR,5,143,1,150,3,269,3,110,1,94,1,172,IR,AT1G51590,AT3G21160,AT1G51590-AT3G211608-9+IR,562,9,376,5,both,0.00271636253501931
AT5G10840-AT5G25100,3-4,4-5,+IR,2,426,2,386,2,742,3,724,6,685,9,1333,IR,AT5G10840,AT5G25100,AT5G10840-AT5G251003-4+IR,1554,6,2742,18,both,0.00270354756131561
AT1G06390-AT2G30980,8-9,8-9,+IR,4,327,6,373,7,604,10,679,6,584,7,948,IR,AT1G06390,AT2G30980,AT1G06390-AT2G309808-9+IR,1304,17,2211,23,both,0.00263427702535843
AT5G09900-AT5G64760,5-6,5-6,+IR,12,488,20,486,26,755,8,77,1,71,1,129,IR,AT5G09900,AT5G64760,AT5G09900-AT5G647605-6+IR,1729,58,277,10,both,0.00255568106603637
AT5G10350-AT5G65260,3-4,3-4,+ALTA,11,621,15,548,28,1078,20,585,10,521,26,1001,ALTA,AT5G10350,AT5G65260,AT5G10350-AT5G652603-4+ALTA,2247,54,2107,56,both,0.00254603036606949
AT1G32150-AT2G35530,11-12,11-12,+IR,1,151,1,122,6,215,1,73,2,81,3,163,IR,AT1G32150,AT2G35530,AT1G32150-AT2G3553011-12+IR,488,8,317,6,both,0.00253400217200186
AT4G17670-AT5G47060,1-2,1-2,+IR,3,23,2,8,1,35,7,37,2,25,4,85,IR,AT4G17670,AT5G47060,AT4G17670-AT5G470601-2+IR,66,6,147,13,both,0.00247371675943105
AT4G11220-AT4G23630,1-2,2-3,+IR,2,296,1,348,8,495,17,1048,14,1014,15,1749,IR,AT4G11220,AT4G23630,AT4G11220-AT4G236301-2+IR,1139,11,3811,46,both,0.0024127283688984
AT5G07350-AT5G61780,15-16,14-15,+IR,3,415,3,290,3,682,3,412,2,271,7,666,IR,AT5G07350,AT5G61780,AT5G07350-AT5G6178015-16+IR,1387,9,1349,12,both,0.00240665333021924
AT2G44100-AT3G59920,12-13,11-12,+IR,3,688,1,690,5,1291,1,565,3,600,8,934,IR,AT2G44100,AT3G59920,AT2G44100-AT3G5992012-13+IR,2669,9,2099,12,both,0.00234495864236944
AT1G21060-AT1G76620,8-9,8-9,+IR,2,71,12,67,13,100,1,24,4,18,6,53,IR,AT1G21060,AT1G76620,AT1G21060-AT1G766208-9+IR,238,27,95,11,both,0.00234409553295002
AT3G27430-AT5G40580,7-8,7-8,+IR,1,976,1,1016,6,1943,2,273,2,343,1,527,IR,AT3G27430,AT5G40580,AT3G27430-AT5G405807-8+IR,3935,8,1143,5,both,0.00234141634455795
AT2G42500-AT3G58500,4-5,4-5,+IR,1,677,4,686,4,1068,4,874,7,936,8,1355,IR,AT2G42500,AT3G58500,AT2G42500-AT3G585004-5+IR,2431,9,3165,19,both,0.00230097938489352
AT3G05030-AT5G27150,7-8,7-8,+IR,1,185,2,131,1,211,5,548,6,440,7,835,IR,AT3G05030,AT5G27150,AT3G05030-AT5G271507-8+IR,527,4,1823,18,both,0.00228370151167717
AT1G12760-AT1G63170,3-4,3-4,+IR,2,182,4,291,3,451,3,178,2,200,4,372,IR,AT1G12760,AT1G63170,AT1G12760-AT1G631703-4+IR,924,9,750,9,both,0.00225974025974026
AT1G17050-AT1G78510,3-4,3-4,+IR,20,694,1,464,24,841,9,582,9,429,27,809,IR,AT1G17050,AT1G78510,AT1G17050-AT1G785103-4+IR,1999,45,1820,45,both,0.00221401909746082
AT1G15030-AT2G01260,4-5,4-5,+IR,14,298,10,253,10,429,5,293,4,168,21,353,IR,AT1G15030,AT2G01260,AT1G15030-AT2G012604-5+IR,980,34,814,30,both,0.00216115930401645
AT4G19640-AT5G45130,3-4,3-4,+IR,1,691,5,679,8,1092,2,505,1,446,3,741,IR,AT4G19640,AT5G45130,AT4G19640-AT5G451303-4+IR,2462,14,1692,6,both,0.00214033450288355
AT1G54170-AT3G14010,5-6,5-6,+IR,1,116,2,188,1,259,2,218,1,215,1,365,IR,AT1G54170,AT3G14010,AT1G54170-AT3G140105-6+IR,563,4,798,4,both,0.00209226440880176
AT3G55630-AT5G05980,3-4,4-5,+ALTA,8,507,7,355,3,676,3,142,2,133,2,235,ALTA,AT3G55630,AT5G05980,AT3G55630-AT5G059803-4+ALTA,1538,18,510,7,both,0.00202197914276244
AT2G46530-AT3G61830,11-12,12-13,+IR,10,152,2,154,2,253,1,63,4,118,4,152,IR,AT2G46530,AT3G61830,AT2G46530-AT3G6183011-12+IR,559,14,333,9,both,0.0019823043078857
AT4G04860-AT4G21810,4-5,4-5,+IR,2,88,4,129,7,139,9,300,9,471,27,532,IR,AT4G04860,AT4G21810,AT4G04860-AT4G218104-5+IR,356,13,1303,45,both,0.00198116705614528
AT1G52670-AT3G15690,8-9,8-9,+IR,1,357,1,273,6,633,6,461,4,437,4,796,IR,AT1G52670,AT3G15690,AT1G52670-AT3G156908-9+IR,1263,8,1694,14,both,0.00193033771094665
AT1G15730-AT1G80480,3-4,3-4,+IR,12,705,1,622,2,1171,3,529,5,517,7,880,IR,AT1G15730,AT1G80480,AT1G15730-AT1G804803-4+IR,2498,15,1926,15,both,0.00178335815069501
AT4G19600-AT5G45190,5-6,6-7,+IR,2,98,3,94,10,160,16,118,2,126,2,207,IR,AT4G19600,AT5G45190,AT4G19600-AT5G451905-6+IR,352,15,451,20,both,0.00173226164079823
AT1G22780-AT1G34030,2-3,2-3,+IR,18,2458,7,1928,18,5357,26,2255,5,1365,16,4086,IR,AT1G22780,AT1G34030,AT1G22780-AT1G340302-3+IR,9743,43,7706,47,both,0.00168571850143284
AT2G40420-AT3G56200,4-5,4-5,+IR,6,121,5,161,14,186,14,243,11,229,17,291,IR,AT2G40420,AT3G56200,AT2G40420-AT3G562004-5+IR,468,25,763,42,both,0.00162706814082961
AT1G10290-AT1G59610,19-20,19-20,+IR,8,339,7,293,15,519,12,579,16,636,26,991,IR,AT1G10290,AT1G59610,AT1G10290-AT1G5961019-20+IR,1151,30,2206,54,both,0.00158559745044122
AT3G02250-AT5G15740,7-8,7-8,+IR,3,180,1,141,5,293,2,150,1,86,5,260,IR,AT3G02250,AT5G15740,AT3G02250-AT5G157407-8+IR,614,9,496,8,both,0.00147105180203846
AT1G16470-AT1G79210,7-8,7-8,+IR,4,388,1,381,1,539,3,368,1,351,4,606,IR,AT1G16470,AT1G79210,AT1G16470-AT1G792107-8+IR,1308,6,1325,8,both,0.00145057988575385
AT1G10290-AT1G59610,14-15,14-15,+IR,1,330,2,320,3,573,1,288,2,343,1,496,IR,AT1G10290,AT1G59610,AT1G10290-AT1G5961014-15+IR,1223,6,1127,4,both,0.00135672314359282
AT3G43220-AT5G20840,8-9,8-9,-ALTA,3,231,2,215,1,338,4,198,1,206,1,266,ALTA,AT3G43220,AT5G20840,AT3G43220-AT5G208408-9-ALTA,784,6,670,6,both,0.00130216265610722
AT1G03930-AT5G44100,10-11,10-11,+IR,2,311,3,284,6,472,1,222,3,255,4,408,IR,AT1G03930,AT5G44100,AT1G03930-AT5G4410010-11+IR,1067,11,885,8,both,0.00126973032791659
AT1G14720-AT2G01850,1-2,1-2,+IR,13,420,8,339,11,649,41,1444,47,1575,17,1851,IR,AT1G14720,AT2G01850,AT1G14720-AT2G018501-2+IR,1408,32,4870,105,both,0.00116669777860743
AT3G06380-AT5G18680,2-3,2-3,+IR,4,190,5,288,5,303,5,215,2,286,11,442,IR,AT3G06380,AT5G18680,AT3G06380-AT5G186802-3+IR,781,14,943,18,both,0.0011622807315308
AT1G34470-AT4G09640,6-7,6-7,+IR,4,86,2,81,10,147,2,94,6,72,6,115,IR,AT1G34470,AT4G09640,AT1G34470-AT4G096406-7+IR,314,16,281,14,both,0.00113334995579936
AT1G07370-AT2G29570,2-3,2-3,+IR,5,120,1,84,1,195,1,229,2,238,12,446,IR,AT1G07370,AT2G29570,AT1G07370-AT2G295702-3+IR,399,7,913,15,both,0.00111450587037144
AT1G16460-AT1G79230,3-4,3-4,+IR,6,572,2,549,6,954,6,742,8,569,4,989,IR,AT1G16460,AT1G79230,AT1G16460-AT1G792303-4+IR,2075,14,2300,18,both,0.00107909900471451
AT4G17530-AT5G47200,7-8,7-8,+IR,14,1056,1,954,9,1732,5,414,2,413,1,662,IR,AT4G17530,AT5G47200,AT4G17530-AT5G472007-8+IR,3742,24,1489,8,both,0.00104094914460901
AT3G48040-AT5G62880,5-6,5-6,+IR,1,79,1,85,4,171,2,195,6,204,7,394,IR,AT3G48040,AT5G62880,AT3G48040-AT5G628805-6+IR,335,6,793,15,both,0.00100506295759538
AT3G11280-AT5G05790,2-3,1-2,+IR,126,1099,62,785,146,1579,10,45,4,70,7,105,IR,AT3G11280,AT5G05790,AT3G11280-AT5G057902-3+IR,3463,334,220,21,both,0.00099362087522642
AT1G03610-AT4G03420,3-4,3-4,+IR,2,344,27,730,50,595,16,269,13,293,16,407,IR,AT1G03610,AT4G03420,AT1G03610-AT4G034203-4+IR,1669,79,969,45,both,0.000894104291144102
