pair,j1,j2,class,g1r1alt,g1r1cons,g1r2alt,g1r2cons,g1r3alt,g1r3cons,g2r1alt,g2r1cons,g2r2alt,g2r2cons,g2r3alt,g2r3cons,class2,pair_1,pair_2,uniqID,g1_all_cons,g1_all_alts,g2_all_cons,g2_all_alts,one_gene_alts_only,qdiff
AT4G27820-AT4G27830,1-2,1-2,+IR,29,83,4,46,28,106,11,185,8,166,11,270,IR,AT4G27820,AT4G27830,AT4G27820-AT4G278301-2+IR,235,61,621,30,both,0.211265289341145
AT4G15620-AT4G15630,1-2,1-2,+IR,12,80,11,119,36,229,255,586,103,476,262,845,IR,AT4G15620,AT4G15630,AT4G15620-AT4G156301-2+IR,428,59,1907,620,both,0.1872675190763
AT5G23490-AT5G23510,19-20,9-10,+IR,18,46,10,60,15,81,7,174,8,114,17,228,IR,AT5G23490,AT5G23510,AT5G23490-AT5G2351019-20+IR,187,43,516,32,both,0.167931020188202
AT4G21400-AT4G21410,4-5,5-6,+IR,6,46,5,28,10,71,18,41,18,34,9,70,IR,AT4G21400,AT4G21410,AT4G21400-AT4G214104-5+IR,145,21,145,45,both,0.16551724137931
AT1G23950-AT1G23970,3-4,3-4,-ALTD,16,120,17,97,29,170,11,39,23,51,23,86,ALTD,AT1G23950,AT1G23970,AT1G23950-AT1G239703-4-ALTD,387,62,176,57,both,0.163656918017383
AT1G47490-AT1G47500,3-4,3-4,+IR,247,501,189,318,330,764,81,202,41,148,96,325,IR,AT1G47490,AT1G47500,AT1G47490-AT1G475003-4+IR,1583,766,675,218,both,0.160928382583468
AT2G32870-AT2G32880,5-6,5-6,+IR,207,1016,114,796,120,1091,324,810,240,660,290,1293,IR,AT2G32870,AT2G32880,AT2G32870-AT2G328805-6+IR,2903,441,2763,854,both,0.157172513264885
AT5G23490-AT5G23510,13-14,3-4,+IR,6,54,1,41,1,88,21,70,15,88,28,162,IR,AT5G23490,AT5G23510,AT5G23490-AT5G2351013-14+IR,183,8,320,64,both,0.156284153005464
AT1G07470-AT1G07480,8-9,8-9,+IR,26,153,22,144,40,261,75,140,38,207,63,243,IR,AT1G07470,AT1G07480,AT1G07470-AT1G074808-9+IR,558,88,590,176,both,0.140598991555799
AT2G32160-AT2G32170,11-12,12-13,+IR,78,298,50,238,36,319,20,266,9,214,15,330,IR,AT2G32160,AT2G32170,AT2G32160-AT2G3217011-12+IR,855,164,810,44,both,0.137491877842755
AT2G17320-AT2G17340,11-12,11-12,+IR,7,62,7,87,32,153,9,424,8,367,6,678,IR,AT2G17320,AT2G17340,AT2G17320-AT2G1734011-12+IR,302,46,1469,23,both,0.136660971332483
AT1G11340-AT1G11410,6-7,5-6,+IR,3,12,3,21,5,30,17,245,3,221,13,402,IR,AT1G11340,AT1G11410,AT1G11340-AT1G114106-7+IR,63,11,868,33,both,0.136584741423451
AT3G28070-AT3G28080,5-6,5-6,+IR,17,329,4,176,11,412,44,155,12,127,32,235,IR,AT3G28070,AT3G28080,AT3G28070-AT3G280805-6+IR,917,32,517,88,both,0.135316364648832
AT5G25040-AT5G25050,2-3,2-3,+IR,3,127,4,108,5,214,2,41,9,56,13,55,IR,AT5G25040,AT5G25050,AT5G25040-AT5G250502-3+IR,449,12,152,24,both,0.131168678935646
AT2G32190-AT2G32210,2-3,2-3,+IR,11,27,10,70,11,66,5,39,17,88,41,67,IR,AT2G32190,AT2G32210,AT2G32190-AT2G322102-3+IR,163,32,194,63,both,0.128423249636329
AT1G22550-AT1G22570,3-4,3-4,+IR,10,39,6,44,8,97,29,111,30,123,44,160,IR,AT1G22550,AT1G22570,AT1G22550-AT1G225703-4+IR,180,24,394,103,both,0.128087986463621
AT5G48630-AT5G48640,4-5,5-6,+IR,25,172,17,88,36,193,7,141,8,124,7,223,IR,AT5G48630,AT5G48640,AT5G48630-AT5G486404-5+IR,453,78,488,22,both,0.127103463250461
AT4G14230-AT4G14240,6-7,9-10,+IR,24,181,25,159,39,287,2,242,4,178,6,388,IR,AT4G14230,AT4G14240,AT4G14230-AT4G142406-7+IR,627,88,808,12,both,0.125499392044468
AT5G56650-AT5G56660,3-4,3-4,+IR,3,124,1,132,2,212,10,67,9,72,14,112,IR,AT5G56650,AT5G56660,AT5G56650-AT5G566603-4+IR,468,6,251,33,both,0.118653590765145
AT4G38170-AT4G38180,2-3,1-2,+IR,7,77,7,56,4,144,5,24,2,19,9,45,IR,AT4G38170,AT4G38180,AT4G38170-AT4G381802-3+IR,277,18,88,16,both,0.116836232359698
AT5G07690-AT5G07700,1-2,1-2,+IR,14,315,9,216,12,462,5,41,3,19,7,41,IR,AT5G07690,AT5G07700,AT5G07690-AT5G077001-2+IR,993,35,101,15,both,0.113268124395521
AT5G21100-AT5G21105,3-4,4-5,+IR,85,246,33,194,108,315,15,147,11,70,51,194,IR,AT5G21100,AT5G21105,AT5G21100-AT5G211053-4+IR,755,226,411,77,both,0.111989816470892
AT1G17990-AT1G18020,1-2,1-2,+IR,299,291,435,790,490,582,299,250,433,696,485,493,IR,AT1G17990,AT1G18020,AT1G17990-AT1G180201-2+IR,1663,1224,1439,1217,both,0.109706956415998
AT1G65790-AT1G65800,1-2,1-2,+IR,6,13,1,41,2,14,16,435,4,445,15,585,IR,AT1G65790,AT1G65800,AT1G65790-AT1G658001-2+IR,68,9,1465,35,both,0.108462156193535
AT5G43440-AT5G43450,1-2,1-2,+IR,40,489,86,569,112,759,2,178,7,229,7,217,IR,AT5G43440,AT5G43450,AT5G43440-AT5G434501-2+IR,1817,238,624,16,both,0.105344114700196
AT2G32530-AT2G32540,6-7,6-7,+IR,18,122,9,94,16,122,5,277,3,202,11,332,IR,AT2G32530,AT2G32540,AT2G32530-AT2G325406-7+IR,338,43,811,19,both,0.10379106808017
AT2G37450-AT2G37460,3-4,4-5,+IR,41,354,22,256,68,542,2,336,1,224,6,341,IR,AT2G37450,AT2G37460,AT2G37450-AT2G374603-4+IR,1152,131,901,9,both,0.103726376556912
AT2G32870-AT2G32880,2-3,2-3,+IR,33,1815,41,1663,41,2430,92,982,165,773,130,1438,IR,AT2G32870,AT2G32880,AT2G32870-AT2G328802-3+IR,5908,115,3193,387,both,0.101737498730402
AT3G05160-AT3G05165,17-18,18-19,+IR,18,193,29,204,42,306,69,358,97,288,80,433,IR,AT3G05160,AT3G05165,AT3G05160-AT3G0516517-18+IR,703,89,1079,246,both,0.101388594096267
AT4G08480-AT4G08500,8-9,8-9,+IR,2,27,2,36,2,72,7,64,15,87,22,151,IR,AT4G08480,AT4G08500,AT4G08480-AT4G085008-9+IR,135,6,302,44,both,0.101250919793966
AT2G33110-AT2G33120,1-2,1-2,+IR,6,25,2,21,2,51,10,653,4,778,7,1302,IR,AT2G33110,AT2G33120,AT2G33110-AT2G331201-2+IR,97,10,2733,21,both,0.0954089196193149
AT2G26740-AT2G26750,2-3,2-3,+IR,20,672,28,907,63,1320,1,23,7,46,8,53,IR,AT2G26740,AT2G26750,AT2G26740-AT2G267502-3+IR,2899,111,122,16,both,0.0928584757887118
AT4G12770-AT4G12780,3-4,3-4,+IR,5,114,12,96,27,182,6,171,3,150,5,282,IR,AT4G12770,AT4G12780,AT4G12770-AT4G127803-4+IR,392,44,603,14,both,0.0890276508613396
AT5G27350-AT5G27360,16-17,16-17,-ALTD;-ALTA,7,736,1,776,4,879,19,97,6,127,19,252,ALTP,AT5G27350,AT5G27360,AT5G27350-AT5G2736016-17-ALTD;-ALTA,2391,12,476,44,both,0.0874181542127516
AT5G10760-AT5G10770,1-2,1-2,+IR,1,186,2,171,4,264,15,141,11,94,18,217,IR,AT5G10760,AT5G10770,AT5G10760-AT5G107701-2+IR,621,7,452,44,both,0.0860729910364385
AT4G12770-AT4G12780,4-5,4-5,+IR,19,129,11,105,18,215,7,240,3,154,6,308,IR,AT4G12770,AT4G12780,AT4G12770-AT4G127804-5+IR,449,48,702,16,both,0.0841122088338124
AT5G56650-AT5G56660,2-3,2-3,+IR,6,192,1,234,6,350,12,46,4,74,11,148,IR,AT5G56650,AT5G56660,AT5G56650-AT5G566602-3+IR,776,13,268,27,both,0.0839936913371288
AT5G57565-AT5G57630,2-3,3-4,-ALTD,7,80,20,116,13,103,27,100,52,227,25,155,ALTD,AT5G57565,AT5G57630,AT5G57565-AT5G576302-3-ALTD,299,40,482,104,both,0.081988370640725
AT4G10570-AT4G10590,1-2,1-2,+IR,6,29,4,33,3,68,2,66,1,45,1,91,IR,AT4G10570,AT4G10590,AT4G10570-AT4G105901-2+IR,130,13,202,4,both,0.0801980198019802
AT5G28850-AT5G28900,6-7,6-7,+IR,3,108,2,123,3,186,51,234,19,245,15,401,IR,AT5G28850,AT5G28900,AT5G28850-AT5G289006-7+IR,417,8,880,85,both,0.0774062568127316
AT4G12770-AT4G12780,7-8,7-8,+IR,1,92,7,74,7,161,23,194,17,156,41,324,IR,AT4G12770,AT4G12780,AT4G12770-AT4G127807-8+IR,327,15,674,81,both,0.0743064819099992
AT1G20693-AT1G20696,6-7,6-7,+IR,8,1580,20,2060,26,2765,126,1339,131,2036,250,2797,IR,AT1G20693,AT1G20696,AT1G20693-AT1G206966-7+IR,6405,54,6172,507,both,0.073714258394411
AT4G14030-AT4G14040,2-3,2-3,+IR,21,495,53,618,90,918,8,1229,6,1346,20,2164,IR,AT4G14030,AT4G14040,AT4G14030-AT4G140402-3+IR,2031,164,4739,34,both,0.073573890412886
AT5G18630-AT5G18640,8-9,8-9,+IR,57,441,58,560,72,696,15,75,21,133,32,164,IR,AT5G18630,AT5G18640,AT5G18630-AT5G186408-9+IR,1697,187,372,68,both,0.0726012381115314
AT2G29300-AT2G29320,3-4,3-4,+IR,12,149,39,546,84,296,12,339,15,290,45,495,IR,AT2G29300,AT2G29320,AT2G29300-AT2G293203-4+IR,991,135,1124,72,both,0.0721690948069996
AT5G25120-AT5G25130,2-3,2-3,+IR,11,226,4,236,15,406,7,152,23,309,47,267,IR,AT5G25120,AT5G25130,AT5G25120-AT5G251302-3+IR,868,30,728,77,both,0.0712070187876639
AT3G26070-AT3G26080,1-2,1-2,+IR,17,1876,17,1721,19,2851,10,186,8,151,30,273,IR,AT3G26070,AT3G26080,AT3G26070-AT3G260801-2+IR,6448,53,610,48,both,0.0704689216124964
AT3G55000-AT3G55005,4-5,4-5,+IR,21,174,4,152,14,284,29,98,10,123,18,204,IR,AT3G55000,AT3G55005,AT3G55000-AT3G550054-5+IR,610,39,425,57,both,0.0701832208293153
AT5G18630-AT5G18640,9-10,9-10,+IR,51,559,51,594,63,756,8,219,1,254,4,282,IR,AT5G18630,AT5G18640,AT5G18630-AT5G186409-10+IR,1909,165,755,13,both,0.0692141442244648
AT4G11830-AT4G11840,8-9,7-8,+IR,30,192,27,193,45,338,8,82,7,77,5,109,IR,AT4G11830,AT4G11840,AT4G11830-AT4G118408-9+IR,723,102,268,20,both,0.0664519725026321
AT4G11830-AT4G11840,2-3,1-2,+IR,9,217,10,186,6,395,2,32,2,19,4,33,IR,AT4G11830,AT4G11840,AT4G11830-AT4G118402-3+IR,798,25,84,8,both,0.0639097744360902
AT3G28930-AT3G28940,4-5,4-5,+IR,56,397,26,346,66,586,102,1319,34,1544,103,2121,IR,AT3G28930,AT3G28940,AT3G28930-AT3G289404-5+IR,1329,148,4984,239,both,0.0634084752170074
AT5G28850-AT5G28900,8-9,8-9,+IR,11,113,6,120,19,182,5,234,2,211,12,369,IR,AT5G28850,AT5G28900,AT5G28850-AT5G289008-9+IR,415,36,814,19,both,0.0634054646102839
AT5G47480-AT5G47490,10-11,11-12,+IR,7,205,17,112,28,290,2,71,1,62,3,128,IR,AT5G47480,AT5G47490,AT5G47480-AT5G4749010-11+IR,607,52,261,6,both,0.0626787100683596
AT3G05160-AT3G05165,16-17,17-18,+IR,18,217,23,246,21,358,1,303,6,277,6,426,IR,AT3G05160,AT3G05165,AT3G05160-AT3G0516516-17+IR,821,62,1006,13,both,0.062595196179803
AT2G17320-AT2G17340,6-7,6-7,-ALTA,10,157,7,146,27,279,10,479,2,514,12,709,ALTA,AT2G17320,AT2G17340,AT2G17320-AT2G173406-7-ALTA,582,44,1702,24,both,0.0615003169911283
AT2G30140-AT2G30150,1-2,1-2,+IR,11,63,3,84,7,152,5,200,4,177,2,374,IR,AT2G30140,AT2G30150,AT2G30140-AT2G301501-2+IR,299,21,751,11,both,0.0555869765619085
AT5G28020-AT5G28030,7-8,8-9,+IR,53,492,23,426,112,657,34,145,5,79,35,199,IR,AT5G28020,AT5G28030,AT5G28020-AT5G280307-8+IR,1575,188,423,74,both,0.0555758189800743
AT1G65790-AT1G65800,3-4,3-4,+IR,2,25,3,27,1,34,8,457,5,488,11,720,IR,AT1G65790,AT1G65800,AT1G65790-AT1G658003-4+IR,86,6,1665,24,both,0.0553530274460507
AT3G13290-AT3G13300,10-11,10-11,+IR,1,113,1,99,2,153,23,268,10,211,24,382,IR,AT3G13290,AT3G13300,AT3G13290-AT3G1330010-11+IR,365,4,861,57,both,0.0552431864827455
AT1G14870-AT1G14880,3-4,3-4,+IR,9,120,5,116,9,117,3,263,2,132,2,221,IR,AT1G14870,AT1G14880,AT1G14870-AT1G148803-4+IR,353,23,616,7,both,0.0537921710018027
AT3G58560-AT3G58580,10-11,10-11,+IR,10,206,7,196,30,328,1,108,2,109,2,244,IR,AT3G58560,AT3G58580,AT3G58560-AT3G5858010-11+IR,730,47,461,5,both,0.05353757465902
AT3G22310-AT3G22330,2-3,2-3,+IR,1,92,1,63,3,187,20,190,5,130,22,393,IR,AT3G22310,AT3G22330,AT3G22310-AT3G223302-3+IR,342,5,713,47,both,0.0512987705355019
